
SetupTitle, full
PrimitiveTest, I/V-t Sampling
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.05
TestParameter, Output.Graph.YAxis.Top, 0.05
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 04/28/2022 20:51:58
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 20
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, dc479266-5f4e-4466-81cf-b1bf84650396
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0.016
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 4.8000000000000007
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 0.049
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.051
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 8.3574414715719065
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -24.500000000000064
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 8.3574414715719065
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -24.500000000000064
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 8.3574414715719065
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -24.500000000000064
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 8.3574414715719065
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -24.500000000000064
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 8.3574414715719065
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -24.500000000000064
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, full
Dimension1, 10000, 10000
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.016030000000000003, 0.05
DataValue, 0.02069, 0.05
DataValue, 0.024690000000000004, 0.050002000000000005
DataValue, 0.028690000000000004, 0.05
DataValue, 0.032650000000000005, 0.050002000000000005
DataValue, 0.03665, 0.049998000000000008
DataValue, 0.040650000000000006, 0.049998000000000008
DataValue, 0.04469, 0.050002000000000005
DataValue, 0.04864, 0.05
DataValue, 0.0529, 0.05
DataValue, 0.05664, 0.049998000000000008
DataValue, 0.062020000000000006, 0.05
DataValue, 0.06472, 0.05
DataValue, 0.06864, 0.05
DataValue, 0.07273, 0.049998000000000008
DataValue, 0.07664, 0.050002000000000005
DataValue, 0.08064, 0.05
DataValue, 0.084670000000000009, 0.050002000000000005
DataValue, 0.088670000000000013, 0.050002000000000005
DataValue, 0.09313, 0.050002000000000005
DataValue, 0.09664, 0.049998000000000008
DataValue, 0.10064000000000001, 0.050002000000000005
DataValue, 0.10468000000000001, 0.05
DataValue, 0.10873000000000001, 0.050002000000000005
DataValue, 0.11268, 0.049998000000000008
DataValue, 0.11669000000000002, 0.050002000000000005
DataValue, 0.12069, 0.050002000000000005
DataValue, 0.12468000000000001, 0.050002000000000005
DataValue, 0.12869, 0.05
DataValue, 0.13265000000000002, 0.050002000000000005
DataValue, 0.13685, 0.049998000000000008
DataValue, 0.14089000000000002, 0.05
DataValue, 0.14464000000000002, 0.049998000000000008
DataValue, 0.14867000000000002, 0.050002000000000005
DataValue, 0.15287, 0.049998000000000008
DataValue, 0.15681, 0.050002000000000005
DataValue, 0.16064, 0.05
DataValue, 0.16463000000000003, 0.05
DataValue, 0.16879000000000002, 0.050002000000000005
DataValue, 0.17267000000000002, 0.05
DataValue, 0.17668, 0.049998000000000008
DataValue, 0.18063, 0.05
DataValue, 0.18477000000000002, 0.050002000000000005
DataValue, 0.18868000000000001, 0.049998000000000008
DataValue, 0.19267, 0.05
DataValue, 0.19663000000000003, 0.05
DataValue, 0.20208, 0.05
DataValue, 0.20464000000000002, 0.050002000000000005
DataValue, 0.20863, 0.05
DataValue, 0.21267000000000003, 0.05
DataValue, 0.21815, 0.050002000000000005
DataValue, 0.22064000000000003, 0.050002000000000005
DataValue, 0.22463000000000002, 0.05
DataValue, 0.22862000000000002, 0.049998000000000008
DataValue, 0.23354000000000003, 0.049998000000000008
DataValue, 0.23668000000000003, 0.05
DataValue, 0.24067000000000002, 0.050002000000000005
DataValue, 0.24467000000000003, 0.05
DataValue, 0.24929, 0.05
DataValue, 0.25264000000000003, 0.050002000000000005
DataValue, 0.25663, 0.050002000000000005
DataValue, 0.26067, 0.05
DataValue, 0.265, 0.050002000000000005
DataValue, 0.26867, 0.050002000000000005
DataValue, 0.27263000000000004, 0.050002000000000005
DataValue, 0.27663000000000004, 0.049998000000000008
DataValue, 0.28083, 0.050002000000000005
DataValue, 0.28463000000000005, 0.050002000000000005
DataValue, 0.28867000000000004, 0.05
DataValue, 0.29262000000000005, 0.049998000000000008
DataValue, 0.29713, 0.05
DataValue, 0.30067000000000005, 0.050002000000000005
DataValue, 0.30463, 0.05
DataValue, 0.30886, 0.050002000000000005
DataValue, 0.31382000000000004, 0.05
DataValue, 0.32161, 0.05
DataValue, 0.32465000000000005, 0.05
DataValue, 0.32909000000000005, 0.05
DataValue, 0.33269000000000004, 0.050002000000000005
DataValue, 0.33665, 0.05
DataValue, 0.34065, 0.05
DataValue, 0.34469000000000005, 0.05
DataValue, 0.34869000000000006, 0.050002000000000005
DataValue, 0.35267000000000004, 0.05
DataValue, 0.35818000000000005, 0.049998000000000008
DataValue, 0.36141, 0.049998000000000008
DataValue, 0.36465000000000003, 0.05
DataValue, 0.36864, 0.05
DataValue, 0.37398000000000003, 0.05
DataValue, 0.37688000000000005, 0.05
DataValue, 0.38065000000000004, 0.05
DataValue, 0.38464000000000004, 0.050002000000000005
DataValue, 0.38979, 0.049998000000000008
DataValue, 0.39669000000000004, 0.050002000000000005
DataValue, 0.40065, 0.05
DataValue, 0.40551000000000004, 0.050002000000000005
DataValue, 0.40869000000000005, 0.050002000000000005
DataValue, 0.41263000000000005, 0.050002000000000005
DataValue, 0.41667000000000004, 0.050002000000000005
DataValue, 0.4213, 0.050002000000000005
DataValue, 0.42467000000000005, 0.050002000000000005
DataValue, 0.42863, 0.049998000000000008
DataValue, 0.43263, 0.05
DataValue, 0.4369, 0.05
DataValue, 0.44063, 0.050002000000000005
DataValue, 0.44467, 0.05
DataValue, 0.44862, 0.049998000000000008
DataValue, 0.45264000000000004, 0.050002000000000005
DataValue, 0.45668000000000003, 0.050002000000000005
DataValue, 0.46062000000000003, 0.05
DataValue, 0.46479000000000004, 0.05
DataValue, 0.46956000000000003, 0.050002000000000005
DataValue, 0.47339000000000003, 0.050002000000000005
DataValue, 0.47664000000000006, 0.049998000000000008
DataValue, 0.48064, 0.050002000000000005
DataValue, 0.48468000000000006, 0.050002000000000005
DataValue, 0.48868000000000006, 0.050002000000000005
DataValue, 0.49277000000000004, 0.050002000000000005
DataValue, 0.49664, 0.049998000000000008
DataValue, 0.50064000000000008, 0.05
DataValue, 0.50468, 0.049998000000000008
DataValue, 0.50868, 0.05
DataValue, 0.5126400000000001, 0.05
DataValue, 0.51668, 0.049998000000000008
DataValue, 0.52068, 0.049998000000000008
DataValue, 0.52464, 0.050002000000000005
DataValue, 0.53013, 0.049998000000000008
DataValue, 0.533, 0.050002000000000005
DataValue, 0.53668, 0.050002000000000005
DataValue, 0.54064, 0.050002000000000005
DataValue, 0.54608, 0.05
DataValue, 0.54893, 0.05
DataValue, 0.55268000000000006, 0.05
DataValue, 0.55664, 0.049998000000000008
DataValue, 0.56174, 0.050002000000000005
DataValue, 0.56864, 0.05
DataValue, 0.57268000000000008, 0.05
DataValue, 0.57790000000000008, 0.05
DataValue, 0.58113, 0.05
DataValue, 0.58464, 0.050002000000000005
DataValue, 0.58868000000000009, 0.050002000000000005
DataValue, 0.59317000000000009, 0.05
DataValue, 0.59665, 0.05
DataValue, 0.6006800000000001, 0.05
DataValue, 0.60468, 0.050002000000000005
DataValue, 0.60868, 0.050002000000000005
DataValue, 0.61268, 0.049998000000000008
DataValue, 0.61669000000000007, 0.049998000000000008
DataValue, 0.62068, 0.05
DataValue, 0.62464000000000008, 0.05
DataValue, 0.62864000000000009, 0.049998000000000008
DataValue, 0.63267000000000007, 0.049998000000000008
DataValue, 0.63682, 0.05
DataValue, 0.6406400000000001, 0.05
DataValue, 0.64463, 0.049998000000000008
DataValue, 0.64862000000000009, 0.049998000000000008
DataValue, 0.65287000000000006, 0.05
DataValue, 0.65664, 0.050002000000000005
DataValue, 0.6606200000000001, 0.050002000000000005
DataValue, 0.66463, 0.050002000000000005
DataValue, 0.66875000000000007, 0.050002000000000005
DataValue, 0.67268000000000006, 0.05
DataValue, 0.6766700000000001, 0.05
DataValue, 0.68063000000000007, 0.050002000000000005
DataValue, 0.68470000000000009, 0.05
DataValue, 0.68869, 0.049998000000000008
DataValue, 0.69263000000000008, 0.05
DataValue, 0.69667, 0.05
DataValue, 0.70203, 0.05
DataValue, 0.70467, 0.049998000000000008
DataValue, 0.70867, 0.050002000000000005
DataValue, 0.7126300000000001, 0.05
DataValue, 0.71792000000000011, 0.05
DataValue, 0.72583000000000009, 0.05
DataValue, 0.72877, 0.05
DataValue, 0.73276000000000008, 0.050002000000000005
DataValue, 0.73668000000000011, 0.049998000000000008
DataValue, 0.74064000000000008, 0.05
DataValue, 0.74464000000000008, 0.050002000000000005
DataValue, 0.74868, 0.050002000000000005
DataValue, 0.75268, 0.05
DataValue, 0.75667000000000006, 0.05
DataValue, 0.76063, 0.049998000000000008
DataValue, 0.76510000000000011, 0.050002000000000005
DataValue, 0.76865, 0.05
DataValue, 0.77268, 0.050002000000000005
DataValue, 0.7766900000000001, 0.050002000000000005
DataValue, 0.78069000000000011, 0.050002000000000005
DataValue, 0.78464000000000012, 0.050002000000000005
DataValue, 0.78863, 0.05
DataValue, 0.79268, 0.05
DataValue, 0.79693, 0.050002000000000005
DataValue, 0.80068000000000006, 0.05
DataValue, 0.80463000000000007, 0.050002000000000005
DataValue, 0.80883, 0.050002000000000005
DataValue, 0.81268000000000007, 0.050002000000000005
DataValue, 0.81664, 0.05
DataValue, 0.82068000000000008, 0.050002000000000005
DataValue, 0.82465000000000011, 0.050002000000000005
DataValue, 0.82864, 0.050002000000000005
DataValue, 0.83265000000000011, 0.05
DataValue, 0.83664, 0.050002000000000005
DataValue, 0.84076000000000006, 0.050002000000000005
DataValue, 0.84464000000000006, 0.050002000000000005
DataValue, 0.84869, 0.049998000000000008
DataValue, 0.85267, 0.05
DataValue, 0.85744000000000009, 0.049998000000000008
DataValue, 0.86120000000000008, 0.05
DataValue, 0.86464000000000008, 0.049998000000000008
DataValue, 0.86863000000000012, 0.050002000000000005
DataValue, 0.87397, 0.050002000000000005
DataValue, 0.87736, 0.05
DataValue, 0.88069000000000008, 0.049998000000000008
DataValue, 0.88468, 0.05
DataValue, 0.88984000000000008, 0.050002000000000005
DataValue, 0.8966900000000001, 0.05
DataValue, 0.90068, 0.050002000000000005
DataValue, 0.9059100000000001, 0.05
DataValue, 0.91265000000000007, 0.05
DataValue, 0.91669000000000012, 0.049998000000000008
DataValue, 0.92074000000000011, 0.050002000000000005
DataValue, 0.92469000000000012, 0.05016
DataValue, 0.92864, 0.049970000000000007
DataValue, 0.93267000000000011, 0.05
DataValue, 0.93687000000000009, 0.049998000000000008
DataValue, 0.94064, 0.050002000000000005
DataValue, 0.9446500000000001, 0.050002000000000005
DataValue, 0.94864, 0.049902
DataValue, 0.95264, 0.049956000000000007
DataValue, 0.95668000000000009, 0.049974000000000005
DataValue, 0.96067, 0.050048
DataValue, 0.96481000000000006, 0.050002000000000005
DataValue, 0.96910000000000007, 0.049942000000000007
DataValue, 0.9726800000000001, 0.049980000000000004
DataValue, 0.97664000000000006, 0.049792
DataValue, 0.98082, 0.050056
DataValue, 0.98513000000000006, 0.05
DataValue, 0.98868000000000011, 0.050012
DataValue, 0.99264000000000008, 0.050168000000000004
DataValue, 0.99676000000000009, 0.050028
DataValue, 1.0010000000000001, 0.050078000000000004
