
SetupTitle, full39led
PrimitiveTest, I/V-t Sampling
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.05
TestParameter, Output.Graph.YAxis.Top, 0.05
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 04/28/2022 21:01:45
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 25
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, f23f3d94-703b-4ddf-b3af-011284e957bb
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0.015000000000000001
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 41
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 0.022
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.057
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.97555203123093825
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.62857142857142845
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.97555203123093825
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.62857142857142845
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.97555203123093825
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.62857142857142845
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.97555203123093825
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.62857142857142845
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.97555203123093825
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.62857142857142845
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, full39led
Dimension1, 10000, 10000
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.0154, 0.03577
DataValue, 0.02069, 0.034464
DataValue, 0.024650000000000002, 0.034308000000000005
DataValue, 0.028690000000000004, 0.034192
DataValue, 0.032690000000000004, 0.034108000000000006
DataValue, 0.03678, 0.034212000000000006
DataValue, 0.040690000000000004, 0.033996000000000005
DataValue, 0.044680000000000004, 0.033968000000000005
DataValue, 0.04918, 0.03436
DataValue, 0.052690000000000008, 0.034144
DataValue, 0.056650000000000006, 0.034510000000000006
DataValue, 0.060690000000000008, 0.034174
DataValue, 0.064690000000000011, 0.03418
DataValue, 0.06869, 0.034336000000000005
DataValue, 0.07262, 0.034088
DataValue, 0.07667, 0.034394
DataValue, 0.08068, 0.034176000000000005
DataValue, 0.08465, 0.034186
DataValue, 0.08865, 0.034370000000000005
DataValue, 0.09288, 0.034092000000000004
DataValue, 0.096900000000000014, 0.034286000000000004
DataValue, 0.10068, 0.034172
DataValue, 0.10463000000000002, 0.034176000000000005
DataValue, 0.10892, 0.034286000000000004
DataValue, 0.11337000000000001, 0.034186
DataValue, 0.11665, 0.034402
DataValue, 0.12064000000000001, 0.034186
DataValue, 0.12468000000000001, 0.034184000000000006
DataValue, 0.12864, 0.034444
DataValue, 0.13268000000000002, 0.034204000000000005
DataValue, 0.13667, 0.034442
DataValue, 0.14076000000000002, 0.034018
DataValue, 0.14468, 0.034034
DataValue, 0.14867000000000002, 0.034248
DataValue, 0.15269000000000002, 0.034032
DataValue, 0.15668, 0.034244000000000004
DataValue, 0.16073, 0.03404
DataValue, 0.16468000000000002, 0.034042
DataValue, 0.16869, 0.034282
DataValue, 0.17264000000000002, 0.03404
DataValue, 0.17664000000000002, 0.034154000000000004
DataValue, 0.18067000000000003, 0.034076
DataValue, 0.18463000000000002, 0.033960000000000004
DataValue, 0.18965, 0.033976000000000006
DataValue, 0.19273, 0.033884000000000004
DataValue, 0.19669, 0.034030000000000005
DataValue, 0.20065000000000002, 0.033780000000000004
DataValue, 0.20532000000000003, 0.033768000000000006
DataValue, 0.20893, 0.033788000000000006
DataValue, 0.21264000000000002, 0.03377
DataValue, 0.21668, 0.03381
DataValue, 0.22106, 0.034116
DataValue, 0.22469000000000003, 0.034022000000000004
DataValue, 0.22868000000000002, 0.033964
DataValue, 0.23272, 0.033728
DataValue, 0.23668000000000003, 0.033746000000000005
DataValue, 0.24064000000000002, 0.03379
DataValue, 0.24467000000000003, 0.033926000000000005
DataValue, 0.24863000000000002, 0.034098
DataValue, 0.25288, 0.033914
DataValue, 0.25668, 0.033698000000000006
DataValue, 0.26064000000000004, 0.033824
DataValue, 0.26482, 0.033896
DataValue, 0.26864000000000005, 0.034044000000000005
DataValue, 0.27264000000000005, 0.022064
DataValue, 0.27663000000000004, 0.02244
DataValue, 0.28089000000000003, 0.022756000000000002
DataValue, 0.28464, 0.022812000000000002
DataValue, 0.28863, 0.022812000000000002
DataValue, 0.29267000000000004, 0.022566000000000003
DataValue, 0.29676, 0.022606
DataValue, 0.30068, 0.023614000000000003
DataValue, 0.30467000000000005, 0.036956
DataValue, 0.30866000000000005, 0.032696
DataValue, 0.31348000000000004, 0.032868
DataValue, 0.31664000000000003, 0.032674
DataValue, 0.32063, 0.033154
DataValue, 0.32462, 0.032972
DataValue, 0.32991000000000004, 0.032738
DataValue, 0.33268000000000003, 0.031160000000000004
DataValue, 0.33667, 0.03296
DataValue, 0.34063000000000004, 0.040076
DataValue, 0.34587, 0.034266000000000005
DataValue, 0.34864, 0.030814
DataValue, 0.35263000000000005, 0.027540000000000002
DataValue, 0.35662000000000005, 0.027542000000000004
DataValue, 0.36150000000000004, 0.027150000000000004
DataValue, 0.36464, 0.027328
DataValue, 0.36867000000000005, 0.027330000000000004
DataValue, 0.37262, 0.027542000000000004
DataValue, 0.37747, 0.027152000000000003
DataValue, 0.38063, 0.027330000000000004
DataValue, 0.38463, 0.027322000000000003
DataValue, 0.38863000000000003, 0.027320000000000004
DataValue, 0.39293000000000006, 0.027446
DataValue, 0.39663000000000004, 0.027406000000000003
DataValue, 0.40067, 0.027324
DataValue, 0.40462000000000004, 0.027432
DataValue, 0.40864000000000006, 0.027284000000000003
DataValue, 0.41263000000000005, 0.027504
DataValue, 0.41663000000000006, 0.027222000000000003
DataValue, 0.42083000000000004, 0.027226000000000004
DataValue, 0.42517000000000005, 0.02755
DataValue, 0.42863, 0.027222000000000003
DataValue, 0.43267000000000005, 0.027468000000000003
DataValue, 0.43683000000000005, 0.027448000000000004
DataValue, 0.44068, 0.031856
DataValue, 0.44463, 0.027428
DataValue, 0.44863000000000003, 0.02722
DataValue, 0.45275000000000004, 0.027456
DataValue, 0.45668000000000003, 0.027228000000000002
DataValue, 0.46068000000000003, 0.027222000000000003
DataValue, 0.46467, 0.027442
DataValue, 0.46874000000000005, 0.027194000000000003
DataValue, 0.47387, 0.027330000000000004
DataValue, 0.47789000000000004, 0.027342
DataValue, 0.48154, 0.027322000000000003
DataValue, 0.48516000000000004, 0.027506000000000003
DataValue, 0.48947, 0.027536
DataValue, 0.49268000000000006, 0.027386000000000004
DataValue, 0.49668000000000007, 0.027208000000000003
DataValue, 0.50064000000000008, 0.027260000000000003
DataValue, 0.50468, 0.027462000000000004
DataValue, 0.50868, 0.027252000000000002
DataValue, 0.51262000000000008, 0.027468000000000003
DataValue, 0.51777000000000006, 0.027238000000000002
DataValue, 0.52089000000000008, 0.027332000000000002
DataValue, 0.52464, 0.027464000000000002
DataValue, 0.52864, 0.027250000000000003
DataValue, 0.53339, 0.027330000000000004
DataValue, 0.54068, 0.027534000000000003
DataValue, 0.54464, 0.027474000000000002
DataValue, 0.54877000000000009, 0.027342
DataValue, 0.55268000000000006, 0.027336000000000003
DataValue, 0.55664, 0.027334
DataValue, 0.56064, 0.027344000000000004
DataValue, 0.56553000000000009, 0.027250000000000003
DataValue, 0.56911, 0.027274000000000003
DataValue, 0.57268000000000008, 0.027336000000000003
DataValue, 0.57663000000000009, 0.027344000000000004
DataValue, 0.58064, 0.027340000000000003
DataValue, 0.58464, 0.027770000000000003
DataValue, 0.58864, 0.027340000000000003
DataValue, 0.5926800000000001, 0.027334
DataValue, 0.59664000000000006, 0.027332000000000002
DataValue, 0.60092, 0.027198000000000003
DataValue, 0.60468, 0.027760000000000003
DataValue, 0.60868, 0.027318000000000002
DataValue, 0.61264000000000007, 0.027332000000000002
DataValue, 0.6166600000000001, 0.027328
DataValue, 0.62068, 0.027324
DataValue, 0.62479000000000007, 0.027754
DataValue, 0.62864000000000009, 0.027330000000000004
DataValue, 0.63267000000000007, 0.027314
DataValue, 0.63667000000000007, 0.027320000000000004
DataValue, 0.6408100000000001, 0.027332000000000002
DataValue, 0.6446400000000001, 0.027762000000000002
DataValue, 0.64863, 0.027322000000000003
DataValue, 0.65262000000000009, 0.027350000000000003
DataValue, 0.65807, 0.027252000000000002
DataValue, 0.66067000000000009, 0.027328
DataValue, 0.66463, 0.027578000000000002
DataValue, 0.66863000000000006, 0.027268000000000004
DataValue, 0.67429000000000006, 0.027244
DataValue, 0.67668000000000006, 0.027332000000000002
DataValue, 0.68067000000000011, 0.027328
DataValue, 0.68466, 0.027546
DataValue, 0.68956000000000006, 0.027456
DataValue, 0.69264, 0.027450000000000002
DataValue, 0.69663000000000008, 0.027234
DataValue, 0.70063000000000009, 0.02723
DataValue, 0.70525, 0.027234
DataValue, 0.70868000000000009, 0.027240000000000004
DataValue, 0.7126300000000001, 0.027450000000000002
DataValue, 0.7166300000000001, 0.027236000000000003
DataValue, 0.72103000000000006, 0.027328
DataValue, 0.72463000000000011, 0.027460000000000002
DataValue, 0.72862, 0.027302000000000003
DataValue, 0.73263000000000011, 0.027536
DataValue, 0.73734000000000011, 0.027546
DataValue, 0.74159000000000008, 0.033046000000000006
DataValue, 0.74536, 0.027330000000000004
DataValue, 0.74930000000000008, 0.02755
DataValue, 0.75268, 0.027398000000000002
DataValue, 0.75664000000000009, 0.027256000000000002
DataValue, 0.76069000000000009, 0.027202000000000004
DataValue, 0.7646400000000001, 0.02747
DataValue, 0.7686900000000001, 0.027250000000000003
DataValue, 0.77268, 0.027510000000000003
DataValue, 0.77671, 0.027434000000000004
DataValue, 0.78095, 0.027328
DataValue, 0.78507, 0.027446
DataValue, 0.78869000000000011, 0.027332000000000002
DataValue, 0.79268, 0.027548000000000003
DataValue, 0.79668, 0.027506000000000003
DataValue, 0.80082000000000009, 0.027224
DataValue, 0.80464, 0.02739
DataValue, 0.80867000000000011, 0.027330000000000004
DataValue, 0.81264, 0.02755
DataValue, 0.81664, 0.027516000000000002
DataValue, 0.82064, 0.027324
DataValue, 0.82467, 0.027324
DataValue, 0.83005000000000007, 0.027462000000000004
DataValue, 0.83268000000000009, 0.027534000000000003
DataValue, 0.83662, 0.02755
DataValue, 0.84062, 0.027326000000000003
DataValue, 0.84582, 0.027326000000000003
DataValue, 0.84864000000000006, 0.027332000000000002
DataValue, 0.85262, 0.027542000000000004
DataValue, 0.85663000000000011, 0.027538000000000003
DataValue, 0.86155, 0.027518
DataValue, 0.86468000000000012, 0.027326000000000003
DataValue, 0.8686600000000001, 0.027324
DataValue, 0.87262000000000006, 0.027542000000000004
DataValue, 0.87746, 0.027172
DataValue, 0.88064000000000009, 0.027330000000000004
DataValue, 0.88467000000000007, 0.027336000000000003
DataValue, 0.88862000000000008, 0.027326000000000003
DataValue, 0.89293000000000011, 0.027476000000000004
DataValue, 0.89667000000000008, 0.02755
DataValue, 0.90063, 0.027334
DataValue, 0.90462000000000009, 0.027500000000000004
DataValue, 0.90951, 0.027222000000000003
DataValue, 0.91354000000000013, 0.027234
DataValue, 0.917, 0.038606
DataValue, 0.92065000000000008, 0.040358000000000005
DataValue, 0.92465000000000008, 0.035094
DataValue, 0.9287700000000001, 0.034908
DataValue, 0.93265000000000009, 0.031802000000000004
DataValue, 0.93668000000000007, 0.027522
DataValue, 0.94077000000000011, 0.027218000000000003
DataValue, 0.94469, 0.029544000000000004
DataValue, 0.94868000000000008, 0.027308000000000002
DataValue, 0.95277000000000012, 0.027458000000000003
DataValue, 0.95669, 0.027488000000000002
