
SetupTitle, full34led
PrimitiveTest, I/V-t Sampling
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.05
TestParameter, Output.Graph.YAxis.Top, 0.05
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 04/28/2022 21:08:24
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 29
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, c98a3d8a-d44b-48f4-9c6a-00566ef59ea9
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0.0022
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 41
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 0.019
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.055
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.97555966417710227
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.52777777777777768
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.97555966417710227
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.52777777777777768
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.97555966417710227
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.52777777777777768
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.97555966417710227
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.52777777777777768
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.97555966417710227
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.52777777777777768
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, full34led
Dimension1, 10000, 10000
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.0022500000000000003, 0.0194
DataValue, 0.0086500000000000014, 0.03719
DataValue, 0.012690000000000002, 0.037334000000000006
DataValue, 0.01669, 0.035922
DataValue, 0.02069, 0.034764
DataValue, 0.024690000000000004, 0.035026
DataValue, 0.028690000000000004, 0.03436
DataValue, 0.032690000000000004, 0.034236
DataValue, 0.03669, 0.034396
DataValue, 0.040650000000000006, 0.034268
DataValue, 0.04465, 0.034786000000000004
DataValue, 0.048630000000000007, 0.034216
DataValue, 0.052660000000000005, 0.034252000000000005
DataValue, 0.057060000000000007, 0.034798
DataValue, 0.06063, 0.03422
DataValue, 0.064690000000000011, 0.034674
DataValue, 0.06863000000000001, 0.034384000000000005
DataValue, 0.072710000000000011, 0.034478
DataValue, 0.07663, 0.034294000000000005
DataValue, 0.08067, 0.034316000000000006
DataValue, 0.08462, 0.034926000000000006
DataValue, 0.08864000000000001, 0.034262
DataValue, 0.09263, 0.034254
DataValue, 0.096630000000000008, 0.034386
DataValue, 0.10084000000000001, 0.034376000000000004
DataValue, 0.10552, 0.034442
DataValue, 0.10925000000000001, 0.03458
DataValue, 0.11269000000000001, 0.034354
DataValue, 0.11665, 0.034550000000000004
DataValue, 0.12069, 0.03438
DataValue, 0.12469000000000001, 0.034568
DataValue, 0.12865000000000001, 0.034364000000000006
DataValue, 0.13265000000000002, 0.034372
DataValue, 0.13665000000000002, 0.034626000000000004
DataValue, 0.14069, 0.034186
DataValue, 0.14471, 0.03441
DataValue, 0.14875000000000002, 0.034196000000000004
DataValue, 0.15269000000000002, 0.034334
DataValue, 0.15692, 0.034322000000000005
DataValue, 0.16069, 0.034368
DataValue, 0.16465000000000002, 0.034424
DataValue, 0.16865000000000002, 0.034278
DataValue, 0.17269, 0.034196000000000004
DataValue, 0.17669, 0.034442
DataValue, 0.18198, 0.034216
DataValue, 0.18869000000000002, 0.034030000000000005
DataValue, 0.19269000000000003, 0.034126000000000004
DataValue, 0.19669, 0.034268
DataValue, 0.20069, 0.03404
DataValue, 0.20469, 0.033966
DataValue, 0.20865000000000003, 0.033940000000000005
DataValue, 0.21269000000000002, 0.034218000000000005
DataValue, 0.21669000000000002, 0.034210000000000004
DataValue, 0.22063000000000002, 0.033938
DataValue, 0.22463000000000002, 0.034
DataValue, 0.22918000000000002, 0.034142000000000006
DataValue, 0.23263000000000003, 0.034212000000000006
DataValue, 0.23663, 0.034274000000000006
DataValue, 0.24062000000000003, 0.034094000000000006
DataValue, 0.24478000000000003, 0.033992
DataValue, 0.24863000000000002, 0.034120000000000004
DataValue, 0.25263, 0.034296
DataValue, 0.25684, 0.034170000000000006
DataValue, 0.26116, 0.034066000000000006
DataValue, 0.26467, 0.034076
DataValue, 0.26867, 0.034132
DataValue, 0.27289, 0.022160000000000003
DataValue, 0.27668000000000004, 0.022518000000000003
DataValue, 0.28067000000000003, 0.022604000000000003
DataValue, 0.28467000000000003, 0.022552000000000003
DataValue, 0.2888, 0.022802000000000003
DataValue, 0.29269, 0.022504000000000003
DataValue, 0.29663, 0.022798000000000002
DataValue, 0.30063, 0.026410000000000003
DataValue, 0.30477000000000004, 0.037214000000000004
DataValue, 0.30950000000000005, 0.032678000000000006
DataValue, 0.31366000000000005, 0.033824
DataValue, 0.32069000000000003, 0.032808000000000004
DataValue, 0.32476000000000005, 0.03295
DataValue, 0.32869000000000004, 0.03275
DataValue, 0.33269000000000004, 0.032844000000000005
DataValue, 0.33665, 0.032962000000000005
DataValue, 0.34069000000000005, 0.038740000000000004
DataValue, 0.34466, 0.034122
DataValue, 0.34863000000000005, 0.030964000000000002
DataValue, 0.35398, 0.027338
DataValue, 0.35668000000000005, 0.027240000000000004
DataValue, 0.36062000000000005, 0.027238000000000002
DataValue, 0.36462000000000006, 0.027256000000000002
DataValue, 0.36937000000000003, 0.027270000000000003
DataValue, 0.37264, 0.027472000000000003
DataValue, 0.37667, 0.027250000000000003
DataValue, 0.38067, 0.027252000000000002
DataValue, 0.38587000000000005, 0.027332000000000002
DataValue, 0.389, 0.027352
DataValue, 0.39268000000000003, 0.027466
DataValue, 0.39678, 0.027266000000000002
DataValue, 0.40068000000000004, 0.027234
DataValue, 0.40468000000000004, 0.027240000000000004
DataValue, 0.40864000000000006, 0.027574
DataValue, 0.41268000000000005, 0.02756
DataValue, 0.41734000000000004, 0.027466
DataValue, 0.42068000000000005, 0.027268000000000004
DataValue, 0.42463, 0.027342
DataValue, 0.42881, 0.027260000000000003
DataValue, 0.43299000000000004, 0.027374000000000002
DataValue, 0.43664000000000003, 0.027296
DataValue, 0.44223, 0.031782000000000005
DataValue, 0.44474, 0.027332000000000002
DataValue, 0.44864000000000004, 0.027494
DataValue, 0.45263000000000003, 0.027486000000000003
DataValue, 0.45662, 0.027270000000000003
DataValue, 0.46075000000000005, 0.027496000000000003
DataValue, 0.46579000000000004, 0.027538000000000003
DataValue, 0.47264000000000006, 0.027478000000000002
DataValue, 0.47669000000000006, 0.027366
DataValue, 0.48069000000000006, 0.027440000000000003
DataValue, 0.48468000000000006, 0.027372000000000004
DataValue, 0.48869, 0.027358000000000004
DataValue, 0.4927, 0.027598
DataValue, 0.49664, 0.027370000000000002
DataValue, 0.50064000000000008, 0.027438000000000004
DataValue, 0.50469000000000008, 0.027378000000000003
DataValue, 0.50999, 0.027326000000000003
DataValue, 0.5131, 0.027322000000000003
DataValue, 0.51669000000000009, 0.027370000000000002
DataValue, 0.52064, 0.027598
DataValue, 0.52465000000000006, 0.027374000000000002
DataValue, 0.52868, 0.027368000000000003
DataValue, 0.53267000000000009, 0.027594000000000004
DataValue, 0.5366200000000001, 0.027370000000000002
DataValue, 0.54337, 0.027588
DataValue, 0.54867, 0.027360000000000002
DataValue, 0.55267, 0.027592000000000002
DataValue, 0.55712000000000006, 0.027360000000000002
DataValue, 0.56063000000000007, 0.027586000000000003
DataValue, 0.56467, 0.027362
DataValue, 0.56863000000000008, 0.027356000000000002
DataValue, 0.57271, 0.02757
DataValue, 0.57663000000000009, 0.027356000000000002
DataValue, 0.58063000000000009, 0.027684000000000004
DataValue, 0.58463000000000009, 0.027334
DataValue, 0.58879, 0.027338
DataValue, 0.59269, 0.027528000000000004
DataValue, 0.59666000000000008, 0.027354000000000003
DataValue, 0.60084, 0.027478000000000002
DataValue, 0.60606, 0.027266000000000002
DataValue, 0.61268, 0.027286
DataValue, 0.61664000000000008, 0.027248
DataValue, 0.62069000000000008, 0.027680000000000003
DataValue, 0.62468, 0.027244
DataValue, 0.62873, 0.027350000000000003
DataValue, 0.63269000000000009, 0.027246000000000003
DataValue, 0.63665, 0.027250000000000003
DataValue, 0.64068, 0.027710000000000002
DataValue, 0.64463, 0.027284000000000003
DataValue, 0.64956, 0.027350000000000003
DataValue, 0.65267000000000008, 0.027262
DataValue, 0.65669000000000011, 0.027158
DataValue, 0.66067000000000009, 0.027676000000000003
DataValue, 0.66605, 0.027368000000000003
DataValue, 0.6727200000000001, 0.027180000000000003
DataValue, 0.67668000000000006, 0.02714
DataValue, 0.68065000000000009, 0.027700000000000002
DataValue, 0.68464, 0.027266000000000002
DataValue, 0.68862, 0.027278000000000004
DataValue, 0.69262, 0.027264000000000004
DataValue, 0.69845, 0.027358000000000004
DataValue, 0.70468000000000008, 0.027272
DataValue, 0.70878000000000008, 0.027272
DataValue, 0.71265, 0.027268000000000004
DataValue, 0.71665, 0.027276
DataValue, 0.7206800000000001, 0.027672000000000002
DataValue, 0.72463000000000011, 0.027264000000000004
DataValue, 0.72894, 0.027354000000000003
DataValue, 0.73262, 0.027280000000000002
DataValue, 0.73668000000000011, 0.027364000000000003
DataValue, 0.74063, 0.02772
DataValue, 0.74464000000000008, 0.027366
DataValue, 0.74863, 0.027360000000000002
DataValue, 0.75262000000000007, 0.027468000000000003
DataValue, 0.75683000000000011, 0.027358000000000004
DataValue, 0.76199000000000006, 0.027270000000000003
DataValue, 0.7686400000000001, 0.027362
DataValue, 0.77268, 0.027584
DataValue, 0.77664000000000011, 0.027362
DataValue, 0.78068, 0.027590000000000003
DataValue, 0.78464000000000012, 0.027366
DataValue, 0.78864000000000012, 0.027364000000000003
DataValue, 0.79264, 0.027594000000000004
DataValue, 0.79664, 0.027362
DataValue, 0.80068000000000006, 0.027564
DataValue, 0.80464, 0.027364000000000003
DataValue, 0.80864, 0.027358000000000004
DataValue, 0.81270000000000009, 0.027574
DataValue, 0.81668000000000007, 0.027344000000000004
DataValue, 0.8221, 0.027360000000000002
DataValue, 0.82467, 0.027350000000000003
DataValue, 0.82864, 0.027358000000000004
DataValue, 0.83267, 0.02757
DataValue, 0.83799000000000012, 0.027350000000000003
DataValue, 0.84083000000000008, 0.027468000000000003
DataValue, 0.8446800000000001, 0.027342
DataValue, 0.84864000000000006, 0.027440000000000003
DataValue, 0.85264000000000006, 0.027544000000000003
DataValue, 0.85664000000000007, 0.027266000000000002
DataValue, 0.86068000000000011, 0.027460000000000002
DataValue, 0.86464000000000008, 0.027240000000000004
DataValue, 0.86868000000000012, 0.027442
DataValue, 0.87272, 0.027564
DataValue, 0.87664000000000009, 0.027250000000000003
DataValue, 0.88068, 0.027262
DataValue, 0.88464000000000009, 0.027256000000000002
DataValue, 0.88868, 0.027462000000000004
DataValue, 0.89268, 0.027466
DataValue, 0.89663, 0.027248
DataValue, 0.90099000000000007, 0.027582000000000002
DataValue, 0.90463, 0.027256000000000002
DataValue, 0.90862000000000009, 0.027554000000000002
DataValue, 0.9126200000000001, 0.027566000000000004
DataValue, 0.91717, 0.039836
DataValue, 0.92625000000000013, 0.031056000000000004
DataValue, 0.93269000000000013, 0.03171
DataValue, 0.93669, 0.02713
DataValue, 0.9406500000000001, 0.027236000000000003
DataValue, 0.94491, 0.027534000000000003
DataValue, 0.95277000000000012, 0.027216000000000004
DataValue, 0.95669, 0.031170000000000003
DataValue, 0.96064, 0.027226000000000004
DataValue, 0.96468000000000009, 0.0274
DataValue, 0.96867, 0.027502000000000002
DataValue, 0.97262, 0.027440000000000003
DataValue, 0.97681000000000007, 0.030668000000000004
DataValue, 0.98063000000000011, 0.027304000000000002
