
SetupTitle, full35led
PrimitiveTest, I/V-t Sampling
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.05
TestParameter, Output.Graph.YAxis.Top, 0.05
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 04/28/2022 21:06:45
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 28
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, c673000e-94cb-47a7-aa90-cc2730dcb390
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0.0022
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 41
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 0.019
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.051
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.97555966417710227
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.59375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.97555966417710227
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.59375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.97555966417710227
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.59375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.97555966417710227
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.59375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.97555966417710227
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.59375
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, full35led
Dimension1, 10000, 10000
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.0022600000000000003, 0.019524000000000003
DataValue, 0.0086500000000000014, 0.037012
DataValue, 0.012650000000000002, 0.037016
DataValue, 0.01669, 0.035852
DataValue, 0.02065, 0.034686
DataValue, 0.024690000000000004, 0.03488
DataValue, 0.028650000000000002, 0.034384000000000005
DataValue, 0.032650000000000005, 0.034286000000000004
DataValue, 0.03665, 0.034212000000000006
DataValue, 0.040630000000000006, 0.034158
DataValue, 0.04467, 0.034482000000000006
DataValue, 0.04893, 0.034094000000000006
DataValue, 0.05267, 0.034142000000000006
DataValue, 0.056630000000000007, 0.034166
DataValue, 0.060680000000000005, 0.034132
DataValue, 0.06463, 0.034588
DataValue, 0.06863000000000001, 0.034156000000000006
DataValue, 0.07283, 0.034206
DataValue, 0.07752, 0.034254
DataValue, 0.08468, 0.034578000000000005
DataValue, 0.088670000000000013, 0.034176000000000005
DataValue, 0.092690000000000008, 0.034238000000000005
DataValue, 0.096690000000000012, 0.034350000000000006
DataValue, 0.10069, 0.034234
DataValue, 0.10465, 0.034524000000000006
DataValue, 0.10869000000000001, 0.034242
DataValue, 0.11265000000000001, 0.034242
DataValue, 0.11665, 0.034394
DataValue, 0.12217000000000002, 0.034482000000000006
DataValue, 0.12467000000000002, 0.034466000000000004
DataValue, 0.12875, 0.03424
DataValue, 0.13263, 0.034244000000000004
DataValue, 0.13836, 0.034044000000000005
DataValue, 0.14469, 0.034326
DataValue, 0.14877, 0.034096
DataValue, 0.15269000000000002, 0.034112
DataValue, 0.15663000000000002, 0.034316000000000006
DataValue, 0.16069, 0.03407
DataValue, 0.16469, 0.034300000000000004
DataValue, 0.16865000000000002, 0.034104
DataValue, 0.17269, 0.034084
DataValue, 0.17669, 0.03434
DataValue, 0.18065, 0.034076
DataValue, 0.18530000000000002, 0.033902
DataValue, 0.18865, 0.03384
DataValue, 0.19267, 0.034054
DataValue, 0.19662000000000002, 0.034076
DataValue, 0.20099000000000003, 0.033928
DataValue, 0.20467000000000002, 0.03382
DataValue, 0.20863, 0.033816000000000006
DataValue, 0.21267000000000003, 0.034054
DataValue, 0.21669000000000002, 0.03406
DataValue, 0.22067, 0.03384
DataValue, 0.22467, 0.033852
DataValue, 0.22867, 0.033832
DataValue, 0.23285000000000003, 0.033834
DataValue, 0.23664000000000002, 0.034140000000000004
DataValue, 0.24062000000000003, 0.033924
DataValue, 0.24484000000000003, 0.034086000000000005
DataValue, 0.24938000000000002, 0.033914
DataValue, 0.25339, 0.033954000000000005
DataValue, 0.25665000000000004, 0.03413
DataValue, 0.26068, 0.033946000000000004
DataValue, 0.26465, 0.033962000000000006
DataValue, 0.26863000000000004, 0.034030000000000005
DataValue, 0.27302000000000004, 0.022146000000000002
DataValue, 0.27663000000000004, 0.022520000000000002
DataValue, 0.28068000000000004, 0.022196
DataValue, 0.28464, 0.022648
DataValue, 0.28869, 0.022566000000000003
DataValue, 0.29268000000000005, 0.022690000000000002
DataValue, 0.29669, 0.022422
DataValue, 0.30068, 0.028288000000000004
DataValue, 0.30469, 0.036786000000000006
DataValue, 0.30998000000000003, 0.033994
DataValue, 0.31294000000000005, 0.03307
DataValue, 0.31667, 0.033960000000000004
DataValue, 0.32068, 0.032656000000000004
DataValue, 0.32622, 0.033072000000000004
DataValue, 0.33265, 0.03262
DataValue, 0.33664000000000005, 0.033378000000000005
DataValue, 0.34065, 0.037404000000000007
DataValue, 0.34463000000000005, 0.034222
DataValue, 0.34868000000000005, 0.031124000000000002
DataValue, 0.35267000000000004, 0.027302000000000003
DataValue, 0.35717000000000004, 0.027528000000000004
DataValue, 0.36094000000000004, 0.027526000000000002
DataValue, 0.36469, 0.027522
DataValue, 0.36868, 0.027520000000000003
DataValue, 0.37269, 0.027314
DataValue, 0.37663, 0.02731
DataValue, 0.38068, 0.027302000000000003
DataValue, 0.38463, 0.027514000000000004
DataValue, 0.38869000000000004, 0.027536
DataValue, 0.39264000000000004, 0.02731
DataValue, 0.39664000000000005, 0.027302000000000003
DataValue, 0.40063000000000004, 0.027270000000000003
DataValue, 0.40513000000000005, 0.027314
DataValue, 0.40867000000000003, 0.027434000000000004
DataValue, 0.41267000000000004, 0.027226000000000004
DataValue, 0.41675, 0.027252000000000002
DataValue, 0.42160000000000003, 0.027320000000000004
DataValue, 0.42868000000000006, 0.027454000000000003
DataValue, 0.43264, 0.02723
DataValue, 0.43664000000000003, 0.027234
DataValue, 0.44065000000000004, 0.031734000000000005
DataValue, 0.44469000000000003, 0.027456
DataValue, 0.44865000000000005, 0.027460000000000002
DataValue, 0.45265000000000005, 0.027246000000000003
DataValue, 0.45665000000000006, 0.027244
DataValue, 0.46077, 0.02755
DataValue, 0.46469000000000005, 0.027546
DataValue, 0.46865, 0.027460000000000002
DataValue, 0.47263000000000005, 0.027272
DataValue, 0.47663000000000005, 0.027266000000000002
DataValue, 0.48206000000000004, 0.027118000000000003
DataValue, 0.48463000000000006, 0.027298000000000003
DataValue, 0.48863000000000006, 0.027316000000000003
DataValue, 0.49262000000000006, 0.027430000000000003
DataValue, 0.49814, 0.027448000000000004
DataValue, 0.50472000000000006, 0.027534000000000003
DataValue, 0.50869000000000009, 0.027316000000000003
DataValue, 0.51265, 0.027430000000000003
DataValue, 0.51669000000000009, 0.027294000000000002
DataValue, 0.52065000000000006, 0.027430000000000003
DataValue, 0.52467000000000008, 0.027214000000000002
DataValue, 0.529, 0.027226000000000004
DataValue, 0.53265000000000007, 0.027428
DataValue, 0.53663, 0.027216000000000004
DataValue, 0.54065000000000007, 0.033684000000000006
DataValue, 0.54463000000000006, 0.027246000000000003
DataValue, 0.54869, 0.027200000000000002
DataValue, 0.55267, 0.027422000000000002
DataValue, 0.55669, 0.02721
DataValue, 0.56067, 0.027430000000000003
DataValue, 0.56469, 0.027216000000000004
DataValue, 0.56863000000000008, 0.027308000000000002
DataValue, 0.57286, 0.027234
DataValue, 0.57664, 0.027308000000000002
DataValue, 0.58068000000000008, 0.027538000000000003
DataValue, 0.58464, 0.027314
DataValue, 0.58889, 0.027242000000000002
DataValue, 0.59269, 0.027530000000000002
DataValue, 0.59667, 0.027312000000000003
DataValue, 0.60062, 0.027540000000000002
DataValue, 0.6047800000000001, 0.027134000000000002
DataValue, 0.60869000000000006, 0.027320000000000004
DataValue, 0.61263, 0.027536
DataValue, 0.61667, 0.027318000000000002
DataValue, 0.62147000000000008, 0.027322000000000003
DataValue, 0.62465, 0.027324
DataValue, 0.62863, 0.027322000000000003
DataValue, 0.63263, 0.027546
DataValue, 0.63802, 0.027530000000000002
DataValue, 0.64065, 0.03191
DataValue, 0.64467000000000008, 0.027304000000000002
DataValue, 0.64863, 0.027332000000000002
DataValue, 0.65438000000000007, 0.02722
DataValue, 0.6612300000000001, 0.027228000000000002
DataValue, 0.66469, 0.027240000000000004
DataValue, 0.66869, 0.027236000000000003
DataValue, 0.67265000000000008, 0.027454000000000003
DataValue, 0.67663000000000006, 0.027232000000000003
DataValue, 0.68062, 0.027452
DataValue, 0.68526000000000009, 0.027760000000000003
DataValue, 0.68880000000000008, 0.027314
DataValue, 0.69263000000000008, 0.027460000000000002
DataValue, 0.69662, 0.027228000000000002
DataValue, 0.70164, 0.027228000000000002
DataValue, 0.70865000000000011, 0.027286
DataValue, 0.71265, 0.027540000000000002
DataValue, 0.71665, 0.027318000000000002
DataValue, 0.72065, 0.027346000000000002
DataValue, 0.72465, 0.027314
DataValue, 0.72869000000000006, 0.027312000000000003
DataValue, 0.73265, 0.027754
DataValue, 0.73669000000000007, 0.02731
DataValue, 0.74065, 0.027322000000000003
DataValue, 0.74487, 0.027318000000000002
DataValue, 0.74868, 0.02731
DataValue, 0.75265, 0.027556000000000004
DataValue, 0.75663, 0.027214000000000002
DataValue, 0.76078, 0.027316000000000003
DataValue, 0.76463, 0.027208000000000003
DataValue, 0.7686400000000001, 0.027206
DataValue, 0.77267000000000008, 0.027478000000000002
DataValue, 0.77676000000000012, 0.027328
DataValue, 0.78065000000000007, 0.027430000000000003
DataValue, 0.78467000000000009, 0.027214000000000002
DataValue, 0.78866, 0.027218000000000003
DataValue, 0.79348000000000007, 0.027226000000000004
DataValue, 0.80065000000000008, 0.027432
DataValue, 0.80468000000000006, 0.027226000000000004
DataValue, 0.80864, 0.027222000000000003
DataValue, 0.81264, 0.027474000000000002
DataValue, 0.81664, 0.027262
DataValue, 0.82068000000000008, 0.027444000000000003
DataValue, 0.82464, 0.027326000000000003
DataValue, 0.82863000000000009, 0.027318000000000002
DataValue, 0.83264, 0.027546
DataValue, 0.83662, 0.027326000000000003
DataValue, 0.8414100000000001, 0.032666
DataValue, 0.84465000000000012, 0.027328
DataValue, 0.84863000000000011, 0.027336000000000003
DataValue, 0.85267, 0.02755
DataValue, 0.85769000000000006, 0.027554000000000002
DataValue, 0.86106, 0.027316000000000003
DataValue, 0.86468000000000012, 0.027328
DataValue, 0.86878000000000011, 0.027134000000000002
DataValue, 0.87265, 0.027542000000000004
DataValue, 0.87664000000000009, 0.027324
DataValue, 0.88069000000000008, 0.027446
DataValue, 0.88468, 0.027234
DataValue, 0.88869000000000009, 0.027232000000000003
DataValue, 0.89269000000000009, 0.027450000000000002
DataValue, 0.89663, 0.027322000000000003
DataValue, 0.90079000000000009, 0.027524000000000003
DataValue, 0.90464000000000011, 0.02722
DataValue, 0.90867000000000009, 0.027226000000000004
DataValue, 0.9126200000000001, 0.027446
DataValue, 0.91680000000000006, 0.038378
DataValue, 0.92093, 0.040208
DataValue, 0.92864, 0.033794000000000005
DataValue, 0.9327200000000001, 0.031830000000000004
DataValue, 0.93668000000000007, 0.027268000000000004
DataValue, 0.94064, 0.027366
DataValue, 0.94464, 0.027168
DataValue, 0.94878000000000007, 0.027268000000000004
DataValue, 0.95264, 0.02739
DataValue, 0.95667000000000013, 0.027344000000000004
DataValue, 0.96068000000000009, 0.027462000000000004
DataValue, 0.96612000000000009, 0.031036
DataValue, 0.97271000000000007, 0.027266000000000002
DataValue, 0.97664000000000006, 0.027454000000000003
DataValue, 0.98077, 0.027462000000000004
DataValue, 0.98464000000000007, 0.027490000000000004
DataValue, 0.98864000000000007, 0.027294000000000002
