
SetupTitle, full38led
PrimitiveTest, I/V-t Sampling
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.05
TestParameter, Output.Graph.YAxis.Top, 0.05
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 04/28/2022 21:03:12
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 26
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, b8cef2ab-cbb4-431b-bea2-d88ba90df79a
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0.015000000000000001
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 41
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 0.022
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.057
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.97555203123093825
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.62857142857142845
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.97555203123093825
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.62857142857142845
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.97555203123093825
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.62857142857142845
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.97555203123093825
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.62857142857142845
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.97555203123093825
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.62857142857142845
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, full38led
Dimension1, 10000, 10000
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.015380000000000001, 0.035574
DataValue, 0.020700000000000003, 0.034276
DataValue, 0.024690000000000004, 0.034192
DataValue, 0.028650000000000002, 0.034098
DataValue, 0.032650000000000005, 0.034042
DataValue, 0.03669, 0.034398000000000005
DataValue, 0.04064, 0.033960000000000004
DataValue, 0.04469, 0.033938
DataValue, 0.048690000000000004, 0.033936
DataValue, 0.05265, 0.034042
DataValue, 0.056690000000000004, 0.034494000000000004
DataValue, 0.060940000000000008, 0.034172
DataValue, 0.064690000000000011, 0.034170000000000006
DataValue, 0.06864, 0.034124
DataValue, 0.07264000000000001, 0.034164
DataValue, 0.07663, 0.034510000000000006
DataValue, 0.08121, 0.034386
DataValue, 0.08469, 0.034188
DataValue, 0.08869, 0.034402
DataValue, 0.09265000000000001, 0.034202
DataValue, 0.096690000000000012, 0.034370000000000005
DataValue, 0.10064000000000001, 0.034164
DataValue, 0.10463000000000002, 0.034186
DataValue, 0.10863, 0.034364000000000006
DataValue, 0.11268, 0.034202
DataValue, 0.11669000000000002, 0.034378000000000006
DataValue, 0.12065000000000001, 0.034152
DataValue, 0.12480000000000001, 0.034172
DataValue, 0.12939, 0.034398000000000005
DataValue, 0.13269, 0.034206
DataValue, 0.13663, 0.03443
DataValue, 0.14083, 0.034004
DataValue, 0.14516, 0.034022000000000004
DataValue, 0.14869000000000002, 0.034248
DataValue, 0.15264000000000003, 0.034030000000000005
DataValue, 0.15677000000000002, 0.034230000000000003
DataValue, 0.16063000000000002, 0.034026
DataValue, 0.16464, 0.034034
DataValue, 0.16867000000000001, 0.03425
DataValue, 0.17272, 0.034022000000000004
DataValue, 0.17663, 0.034094000000000006
DataValue, 0.18068, 0.03406
DataValue, 0.18463000000000002, 0.033948000000000006
DataValue, 0.19011000000000003, 0.033768000000000006
DataValue, 0.19264, 0.033842000000000004
DataValue, 0.19667, 0.033946000000000004
DataValue, 0.20063, 0.033764
DataValue, 0.20589000000000002, 0.033960000000000004
DataValue, 0.20868, 0.034092000000000004
DataValue, 0.21263, 0.033776
DataValue, 0.21666000000000002, 0.033794000000000005
DataValue, 0.22168000000000002, 0.033792
DataValue, 0.22468000000000002, 0.034008000000000004
DataValue, 0.22863000000000003, 0.033968000000000005
DataValue, 0.23263000000000003, 0.033774000000000005
DataValue, 0.23761000000000002, 0.033838
DataValue, 0.24068000000000003, 0.033684000000000006
DataValue, 0.24463000000000001, 0.03404
DataValue, 0.24867000000000003, 0.03391
DataValue, 0.25308, 0.033896
DataValue, 0.25663, 0.033886000000000006
DataValue, 0.26062, 0.033904000000000004
DataValue, 0.26463000000000003, 0.034042
DataValue, 0.2697, 0.033996000000000005
DataValue, 0.27361, 0.022294
DataValue, 0.27668000000000004, 0.022578
DataValue, 0.28103, 0.022634
DataValue, 0.28468000000000004, 0.022536
DataValue, 0.28868000000000005, 0.022578
DataValue, 0.29268000000000005, 0.022648
DataValue, 0.29668, 0.022600000000000002
DataValue, 0.30076, 0.023466
DataValue, 0.30464, 0.036188000000000005
DataValue, 0.30868, 0.032982000000000004
DataValue, 0.31287000000000004, 0.033710000000000004
DataValue, 0.31734, 0.033188
DataValue, 0.32064000000000004, 0.032848
DataValue, 0.32463000000000003, 0.033010000000000005
DataValue, 0.32865000000000005, 0.032732000000000004
DataValue, 0.33268000000000003, 0.029892000000000002
DataValue, 0.33668000000000003, 0.032946
DataValue, 0.34067000000000003, 0.036834000000000006
DataValue, 0.34476, 0.034530000000000005
DataValue, 0.34917000000000004, 0.031204000000000003
DataValue, 0.35265, 0.027312000000000003
DataValue, 0.35668000000000005, 0.027530000000000002
DataValue, 0.36208, 0.027314
DataValue, 0.36469, 0.027320000000000004
DataValue, 0.36869, 0.027336000000000003
DataValue, 0.37265000000000004, 0.027324
DataValue, 0.37793000000000004, 0.027472000000000003
DataValue, 0.38465000000000005, 0.027326000000000003
DataValue, 0.38865000000000005, 0.027336000000000003
DataValue, 0.39402000000000004, 0.02723
DataValue, 0.39671, 0.027460000000000002
DataValue, 0.40069000000000005, 0.027456
DataValue, 0.40469000000000005, 0.027236000000000003
DataValue, 0.40993, 0.027322000000000003
DataValue, 0.41665, 0.027372000000000004
DataValue, 0.42065, 0.027452
DataValue, 0.42473000000000005, 0.027318000000000002
DataValue, 0.42869, 0.027236000000000003
DataValue, 0.43265000000000003, 0.027222000000000003
DataValue, 0.43669, 0.027366
DataValue, 0.44079, 0.027732000000000003
DataValue, 0.44469000000000003, 0.027356000000000002
DataValue, 0.44864000000000004, 0.027132000000000003
DataValue, 0.45263000000000003, 0.027134000000000002
DataValue, 0.45664000000000005, 0.02714
DataValue, 0.46068000000000003, 0.027248
DataValue, 0.46469000000000005, 0.027432
DataValue, 0.46868000000000004, 0.02722
DataValue, 0.47265, 0.027346000000000002
DataValue, 0.47664000000000006, 0.027222000000000003
DataValue, 0.48067000000000004, 0.027216000000000004
DataValue, 0.48489000000000004, 0.027336000000000003
DataValue, 0.48916000000000004, 0.027240000000000004
DataValue, 0.49265000000000003, 0.027452
DataValue, 0.49668000000000007, 0.027222000000000003
DataValue, 0.50079000000000007, 0.027330000000000004
DataValue, 0.50491000000000008, 0.027330000000000004
DataValue, 0.50864000000000009, 0.027328
DataValue, 0.51263, 0.027546
DataValue, 0.51748, 0.027228000000000002
DataValue, 0.52064, 0.027324
DataValue, 0.52467000000000008, 0.027542000000000004
DataValue, 0.52863, 0.027324
DataValue, 0.5340100000000001, 0.027338
DataValue, 0.53668, 0.027338
DataValue, 0.54067000000000009, 0.027328
DataValue, 0.5446700000000001, 0.027546
DataValue, 0.55006, 0.027546
DataValue, 0.55264, 0.02756
DataValue, 0.55667, 0.027338
DataValue, 0.56062, 0.027330000000000004
DataValue, 0.56539000000000006, 0.027404
DataValue, 0.56868000000000007, 0.027336000000000003
DataValue, 0.57268000000000008, 0.02756
DataValue, 0.57666000000000006, 0.027352
DataValue, 0.58118, 0.027320000000000004
DataValue, 0.58463000000000009, 0.027554000000000002
DataValue, 0.5886300000000001, 0.027344000000000004
DataValue, 0.5926300000000001, 0.027556000000000004
DataValue, 0.59689, 0.027234
DataValue, 0.60067, 0.027332000000000002
DataValue, 0.60464000000000007, 0.027552000000000004
DataValue, 0.60862, 0.027336000000000003
DataValue, 0.61264000000000007, 0.02756
DataValue, 0.61668, 0.027328
DataValue, 0.6206600000000001, 0.027330000000000004
DataValue, 0.62479000000000007, 0.027452
DataValue, 0.62911000000000006, 0.027336000000000003
DataValue, 0.63269000000000009, 0.027452
DataValue, 0.63667000000000007, 0.027262
DataValue, 0.6408600000000001, 0.027320000000000004
DataValue, 0.6446900000000001, 0.027448000000000004
DataValue, 0.64863, 0.027328
DataValue, 0.65263, 0.027526000000000002
DataValue, 0.65675000000000006, 0.027314
DataValue, 0.66063, 0.027226000000000004
DataValue, 0.66468, 0.027446
DataValue, 0.66863000000000006, 0.027222000000000003
DataValue, 0.67276, 0.027318000000000002
DataValue, 0.67664, 0.027226000000000004
DataValue, 0.68063000000000007, 0.027228000000000002
DataValue, 0.68462, 0.027180000000000003
DataValue, 0.68948000000000009, 0.027322000000000003
DataValue, 0.69264, 0.027562000000000003
DataValue, 0.69663000000000008, 0.02713
DataValue, 0.70062, 0.027124000000000002
DataValue, 0.70594, 0.027336000000000003
DataValue, 0.70864, 0.027222000000000003
DataValue, 0.7126300000000001, 0.02756
DataValue, 0.7166300000000001, 0.027228000000000002
DataValue, 0.72175000000000011, 0.027336000000000003
DataValue, 0.7246800000000001, 0.027452
DataValue, 0.72863000000000011, 0.027226000000000004
DataValue, 0.73263000000000011, 0.027446
DataValue, 0.73735000000000006, 0.027758
DataValue, 0.74064000000000008, 0.027236000000000003
DataValue, 0.74467, 0.027462000000000004
DataValue, 0.74862000000000006, 0.027296
DataValue, 0.75379000000000007, 0.027334
DataValue, 0.7575400000000001, 0.027626
DataValue, 0.76129, 0.027322000000000003
DataValue, 0.76575, 0.027238000000000002
DataValue, 0.77339, 0.027262
DataValue, 0.78069000000000011, 0.027312000000000003
DataValue, 0.78478, 0.027456
DataValue, 0.78869000000000011, 0.027344000000000004
DataValue, 0.79269000000000012, 0.02755
DataValue, 0.79665000000000008, 0.027338
DataValue, 0.80069, 0.027334
DataValue, 0.80468000000000006, 0.027552000000000004
DataValue, 0.80863000000000007, 0.027342
DataValue, 0.81296, 0.027322000000000003
DataValue, 0.81711000000000011, 0.02755
DataValue, 0.82068000000000008, 0.027322000000000003
DataValue, 0.82467, 0.027544000000000003
DataValue, 0.82878000000000007, 0.027166000000000003
DataValue, 0.83321000000000012, 0.027336000000000003
DataValue, 0.83664, 0.027324
DataValue, 0.8406300000000001, 0.027328
DataValue, 0.84556000000000009, 0.027326000000000003
DataValue, 0.84920000000000007, 0.027336000000000003
DataValue, 0.85269000000000006, 0.027534000000000003
DataValue, 0.85668000000000011, 0.027312000000000003
DataValue, 0.86208000000000007, 0.02756
DataValue, 0.86501000000000006, 0.027534000000000003
DataValue, 0.86868000000000012, 0.027262
DataValue, 0.87267000000000006, 0.027492000000000003
DataValue, 0.87792, 0.027452
DataValue, 0.88464000000000009, 0.027540000000000002
DataValue, 0.88868, 0.02723
DataValue, 0.89410000000000012, 0.027342
DataValue, 0.89663, 0.027278000000000004
DataValue, 0.90068, 0.027236000000000003
DataValue, 0.90464000000000011, 0.027616
DataValue, 0.90868, 0.027236000000000003
DataValue, 0.91268, 0.027452
DataValue, 0.91663000000000006, 0.038474
DataValue, 0.9206700000000001, 0.040394000000000006
DataValue, 0.92509000000000008, 0.03087
DataValue, 0.92905, 0.036438000000000005
DataValue, 0.93264, 0.031810000000000005
DataValue, 0.93662000000000012, 0.02721
DataValue, 0.94067000000000012, 0.027296
DataValue, 0.94467000000000012, 0.029494000000000003
DataValue, 0.94867000000000012, 0.027298000000000003
DataValue, 0.95263000000000009, 0.027226000000000004
DataValue, 0.95664, 0.027284000000000003
DataValue, 0.96067, 0.027344000000000004
DataValue, 0.9646300000000001, 0.029146000000000002
DataValue, 0.96891, 0.027276
DataValue, 0.97264000000000006, 0.027190000000000002
DataValue, 0.97663000000000011, 0.027410000000000004
