
SetupTitle, NoSoftdevice2IMU
PrimitiveTest, I/V-t Sampling
DataValue, 7.1926900000000007, 0.026294
DataValue, 7.1966500000000009, 0.026308
DataValue, 7.2006900000000007, 0.026512
DataValue, 7.2046500000000009, 0.026298000000000002
DataValue, 7.2086900000000007, 0.026528000000000003
DataValue, 7.21269, 0.026292000000000003
DataValue, 7.2166500000000005, 0.026306000000000003
DataValue, 7.2207000000000008, 0.026528000000000003
DataValue, 7.2246500000000005, 0.026306000000000003
DataValue, 7.2286500000000009, 0.02654
DataValue, 7.2326900000000007, 0.026292000000000003
DataValue, 7.23669, 0.026306000000000003
DataValue, 7.24068, 0.026526
DataValue, 7.24469, 0.026300000000000004
DataValue, 7.2486500000000005, 0.026518000000000003
DataValue, 7.2526500000000009, 0.026308
DataValue, 7.2566400000000009, 0.02629
DataValue, 7.2606300000000008, 0.026516
DataValue, 7.2647400000000006, 0.026294
DataValue, 7.2686500000000009, 0.031290000000000005
DataValue, 7.2726500000000005, 0.030562000000000002
DataValue, 7.27664, 0.026302000000000002
DataValue, 7.2806500000000005, 0.026536000000000004
DataValue, 7.284650000000001, 0.026304
DataValue, 7.28868, 0.026528000000000003
DataValue, 7.2928400000000009, 0.026312000000000002
DataValue, 7.2969300000000006, 0.026284000000000002
DataValue, 7.300650000000001, 0.026518000000000003
DataValue, 7.30463, 0.026318
DataValue, 7.3088900000000008, 0.026532000000000003
DataValue, 7.3126700000000007, 0.026300000000000004
DataValue, 7.31667, 0.026306000000000003
DataValue, 7.3206700000000007, 0.026516
DataValue, 7.3247700000000009, 0.026314
DataValue, 7.32868, 0.026510000000000002
DataValue, 7.3326400000000005, 0.026276
DataValue, 7.3366700000000007, 0.026318
DataValue, 7.34076, 0.026420000000000003
DataValue, 7.3446400000000009, 0.026236000000000002
DataValue, 7.3486300000000009, 0.026334000000000003
DataValue, 7.3526700000000007, 0.026266
DataValue, 7.3574800000000007, 0.026288000000000002
DataValue, 7.36068, 0.026434000000000003
DataValue, 7.36467, 0.02621
DataValue, 7.3686700000000007, 0.026258000000000004
DataValue, 7.3739200000000009, 0.026510000000000002
DataValue, 7.3774400000000009, 0.026314
DataValue, 7.38468, 0.026212000000000003
DataValue, 7.3886800000000008, 0.026304
DataValue, 7.392640000000001, 0.026130000000000004
DataValue, 7.3966400000000005, 0.026356
DataValue, 7.400640000000001, 0.0262
DataValue, 7.4049200000000006, 0.026304
DataValue, 7.4086300000000005, 0.026420000000000003
DataValue, 7.412910000000001, 0.026324000000000004
DataValue, 7.416640000000001, 0.026414000000000003
DataValue, 7.42065, 0.026208000000000002
DataValue, 7.4246300000000005, 0.026192000000000003
DataValue, 7.42867, 0.026406000000000002
DataValue, 7.432640000000001, 0.026216000000000003
DataValue, 7.4366800000000008, 0.026428000000000004
DataValue, 7.44068, 0.026198000000000003
DataValue, 7.44467, 0.026220000000000004
DataValue, 7.44866, 0.026400000000000003
DataValue, 7.4526400000000006, 0.026278000000000003
DataValue, 7.457110000000001, 0.026306000000000003
DataValue, 7.46065, 0.02627
DataValue, 7.4648400000000006, 0.026224
DataValue, 7.4689000000000005, 0.026348000000000003
DataValue, 7.47264, 0.026292000000000003
DataValue, 7.4766400000000006, 0.026566000000000003
DataValue, 7.480830000000001, 0.026340000000000002
DataValue, 7.48521, 0.0262
DataValue, 7.48864, 0.026526
DataValue, 7.4926400000000006, 0.026300000000000004
DataValue, 7.4967900000000007, 0.026418000000000004
DataValue, 7.50119, 0.026522000000000004
DataValue, 7.5046800000000005, 0.026312000000000002
DataValue, 7.5086400000000006, 0.026518000000000003
DataValue, 7.51416, 0.026506000000000002
DataValue, 7.51686, 0.026462000000000003
DataValue, 7.52064, 0.026306000000000003
DataValue, 7.5246400000000007, 0.026300000000000004
DataValue, 7.52993, 0.026198000000000003
DataValue, 7.532960000000001, 0.026204
DataValue, 7.53664, 0.026516
DataValue, 7.5406400000000007, 0.026318
DataValue, 7.54579, 0.026208000000000002
DataValue, 7.55264, 0.026310000000000004
DataValue, 7.556680000000001, 0.026536000000000004
DataValue, 7.5606800000000005, 0.026308
DataValue, 7.5646900000000006, 0.027028000000000003
DataValue, 7.5686300000000006, 0.026524000000000002
DataValue, 7.5726700000000005, 0.026306000000000003
DataValue, 7.5771900000000008, 0.026300000000000004
DataValue, 7.58063, 0.026324000000000004
DataValue, 7.5846800000000005, 0.026294
DataValue, 7.58863, 0.026510000000000002
DataValue, 7.5928600000000008, 0.026216000000000003
DataValue, 7.596680000000001, 0.026524000000000002
DataValue, 7.6006800000000005, 0.026306000000000003
DataValue, 7.60463, 0.026416000000000002
DataValue, 7.6086800000000006, 0.026502
DataValue, 7.612680000000001, 0.026286000000000004
DataValue, 7.6166800000000006, 0.026344000000000003
DataValue, 7.62084, 0.026318
DataValue, 7.62464, 0.026422
DataValue, 7.628680000000001, 0.026456000000000004
DataValue, 7.6326800000000006, 0.026218
DataValue, 7.6368000000000009, 0.026502
DataValue, 7.6411200000000008, 0.026414000000000003
DataValue, 7.6446400000000008, 0.026430000000000002
DataValue, 7.64864, 0.026408
DataValue, 7.6527600000000007, 0.026294
DataValue, 7.6572400000000007, 0.026432
DataValue, 7.660680000000001, 0.026220000000000004
DataValue, 7.66464, 0.030410000000000003
DataValue, 7.66877, 0.030662000000000002
DataValue, 7.6726500000000009, 0.026252
DataValue, 7.6766400000000008, 0.026294
DataValue, 7.68064, 0.026320000000000003
DataValue, 7.6860700000000008, 0.02628
DataValue, 7.68902, 0.026422
DataValue, 7.6926800000000011, 0.026292000000000003
DataValue, 7.6966800000000006, 0.026312000000000002
DataValue, 7.7020500000000007, 0.026428000000000004
DataValue, 7.70868, 0.02653
DataValue, 7.71264, 0.026318
DataValue, 7.7166400000000008, 0.026292000000000003
DataValue, 7.7207300000000005, 0.026272000000000004
DataValue, 7.72468, 0.026524000000000002
DataValue, 7.72864, 0.026338000000000004
DataValue, 7.73404, 0.026408
DataValue, 7.74068, 0.026318
DataValue, 7.74464, 0.026484
DataValue, 7.7486400000000009, 0.026212000000000003
DataValue, 7.75269, 0.026314
DataValue, 7.7566400000000009, 0.026430000000000002
DataValue, 7.7606800000000007, 0.026298000000000002
DataValue, 7.7647200000000005, 0.026544
DataValue, 7.76864, 0.026222000000000002
DataValue, 7.7726400000000009, 0.026196000000000004
DataValue, 7.77676, 0.026292000000000003
DataValue, 7.7806400000000009, 0.026208000000000002
DataValue, 7.7846400000000004, 0.026414000000000003
DataValue, 7.7886400000000009, 0.026226000000000003
DataValue, 7.7928700000000006, 0.026252
DataValue, 7.7972100000000006, 0.026464
DataValue, 7.8006400000000005, 0.026208000000000002
DataValue, 7.8046400000000009, 0.026442000000000004
DataValue, 7.808930000000001, 0.026442000000000004
DataValue, 7.81268, 0.026188000000000003
DataValue, 7.816650000000001, 0.026438000000000003
DataValue, 7.82068, 0.026202000000000003
DataValue, 7.82469, 0.026410000000000003
DataValue, 7.8286400000000009, 0.026296000000000003
DataValue, 7.8326400000000005, 0.026284000000000002
DataValue, 7.8366700000000007, 0.026416000000000002
DataValue, 7.8415200000000009, 0.026434000000000003
DataValue, 7.8446900000000008, 0.026438000000000003
DataValue, 7.8486400000000005, 0.026306000000000003
DataValue, 7.8526700000000007, 0.02628
DataValue, 7.85812, 0.026300000000000004
DataValue, 7.8606700000000007, 0.026304
DataValue, 7.86467, 0.026476000000000003
DataValue, 7.8686300000000005, 0.026298000000000002
DataValue, 7.8739000000000008, 0.026528000000000003
DataValue, 7.8766300000000005, 0.026416000000000002
DataValue, 7.8806400000000005, 0.0262
DataValue, 7.8846200000000008, 0.026208000000000002
DataValue, 7.8896400000000009, 0.026222000000000002
DataValue, 7.8926300000000005, 0.026416000000000002
DataValue, 7.8966400000000005, 0.026408
DataValue, 7.9006700000000007, 0.026194000000000002
DataValue, 7.9054800000000007, 0.026300000000000004
DataValue, 7.908640000000001, 0.026208000000000002
DataValue, 7.9126300000000009, 0.026404000000000004
DataValue, 7.9166200000000009, 0.026420000000000003
DataValue, 7.920980000000001, 0.02629
DataValue, 7.9246300000000005, 0.026208000000000002
DataValue, 7.928630000000001, 0.026198000000000003
DataValue, 7.9326300000000005, 0.026476000000000003
DataValue, 7.9366400000000006, 0.026456000000000004
DataValue, 7.9406700000000008, 0.026214
DataValue, 7.9446200000000005, 0.02629
DataValue, 7.9486700000000008, 0.02621
DataValue, 7.9526400000000006, 0.026504000000000003
DataValue, 7.9566300000000005, 0.026516
DataValue, 7.96067, 0.032062
DataValue, 7.9649100000000006, 0.027930000000000003
DataValue, 7.9686400000000006, 0.026286000000000004
DataValue, 7.97268, 0.026510000000000002
DataValue, 7.97667, 0.026506000000000002
DataValue, 7.9808200000000005, 0.026202000000000003
DataValue, 7.9846900000000005, 0.026292000000000003
DataValue, 7.9886300000000006, 0.026308
DataValue, 7.99267, 0.026518000000000003
DataValue, 7.9967700000000006, 0.026406000000000002
DataValue, 8.000630000000001, 0.026304
DataValue, 8.00464, 0.026288000000000002
DataValue, 8.00863, 0.026312000000000002
DataValue, 8.01416, 0.026506000000000002
DataValue, 8.0166800000000009, 0.026492
DataValue, 8.02067, 0.02629
DataValue, 8.02463, 0.026308
DataValue, 8.03022, 0.026534000000000002
DataValue, 8.0326800000000009, 0.026510000000000002
DataValue, 8.03667, 0.026496000000000002
DataValue, 8.04067, 0.026306000000000003
DataValue, 8.0457100000000015, 0.026294
DataValue, 8.0486800000000009, 0.026312000000000002
DataValue, 8.05263, 0.026504000000000003
DataValue, 8.05662, 0.026532000000000003
DataValue, 8.06141, 0.026188000000000003
DataValue, 8.06464, 0.030938000000000004
DataValue, 8.0686700000000009, 0.02629
DataValue, 8.07267, 0.026520000000000002
DataValue, 8.0771500000000014, 0.026310000000000004
DataValue, 8.0806300000000011, 0.026304
DataValue, 8.08463, 0.026318
DataValue, 8.08867, 0.026284000000000002
DataValue, 8.09304, 0.026334000000000003
DataValue, 8.096680000000001, 0.026506000000000002
DataValue, 8.10063, 0.02629
DataValue, 8.10467, 0.026300000000000004
DataValue, 8.1086800000000014, 0.026322
DataValue, 8.1126300000000011, 0.026466000000000003
DataValue, 8.1166700000000009, 0.026390000000000004
DataValue, 8.1208000000000009, 0.026298000000000002
DataValue, 8.12512, 0.026266
DataValue, 8.1286300000000011, 0.026208000000000002
DataValue, 8.13263, 0.026256
DataValue, 8.13682, 0.026520000000000002
DataValue, 8.1406800000000015, 0.026272000000000004
DataValue, 8.1446700000000014, 0.026410000000000003
DataValue, 8.148670000000001, 0.026212000000000003
DataValue, 8.15276, 0.026506000000000002
DataValue, 8.1566900000000011, 0.026224
DataValue, 8.1606300000000012, 0.026324000000000004
DataValue, 8.164670000000001, 0.026336000000000002
DataValue, 8.16882, 0.026286000000000004
DataValue, 8.17265, 0.02611
DataValue, 8.1766700000000014, 0.026102000000000004
DataValue, 8.18063, 0.026338000000000004
DataValue, 8.18609, 0.026252
DataValue, 8.18865, 0.026112000000000003
DataValue, 8.1926300000000012, 0.026160000000000003
DataValue, 8.19663, 0.026174000000000003
DataValue, 8.20193, 0.026512
DataValue, 8.20465, 0.026334000000000003
DataValue, 8.20862, 0.026286000000000004
DataValue, 8.2126200000000011, 0.026298000000000002
DataValue, 8.21766, 0.026164000000000003
DataValue, 8.2206500000000009, 0.026524000000000002
DataValue, 8.2246700000000015, 0.026386000000000003
DataValue, 8.228670000000001, 0.026254000000000003
DataValue, 8.2336300000000016, 0.026286000000000004
DataValue, 8.2366400000000013, 0.026288000000000002
DataValue, 8.2406700000000015, 0.026522000000000004
DataValue, 8.24463, 0.026526
DataValue, 8.24981, 0.026320000000000003
DataValue, 8.2534800000000015, 0.026314
DataValue, 8.25777, 0.030706000000000004
DataValue, 8.2616000000000014, 0.026292000000000003
DataValue, 8.26467, 0.026516
DataValue, 8.26957, 0.026504000000000003
DataValue, 8.27392, 0.02629
DataValue, 8.2818, 0.026102000000000004
DataValue, 8.285260000000001, 0.026208000000000002
DataValue, 8.28965, 0.026498
DataValue, 8.29264, 0.026294
DataValue, 8.29668, 0.026300000000000004
DataValue, 8.3006400000000014, 0.026500000000000003
DataValue, 8.3046400000000009, 0.026496000000000002
DataValue, 8.3089100000000009, 0.026182000000000004
DataValue, 8.31295, 0.026250000000000002
DataValue, 8.31668, 0.026306000000000003
DataValue, 8.3206400000000009, 0.026502
DataValue, 8.32479, 0.026418000000000004
DataValue, 8.32873, 0.026310000000000004
DataValue, 8.332650000000001, 0.026286000000000004
DataValue, 8.3366800000000012, 0.026294
DataValue, 8.34153, 0.026298000000000002
DataValue, 8.3448400000000014, 0.026428000000000004
DataValue, 8.34868, 0.026318
DataValue, 8.35267, 0.026314
DataValue, 8.35809, 0.026524000000000002
DataValue, 8.3609800000000014, 0.027892000000000004
DataValue, 8.3646900000000013, 0.026518000000000003
DataValue, 8.36867, 0.026306000000000003
DataValue, 8.3738900000000012, 0.026216000000000003
DataValue, 8.38068, 0.026500000000000003
DataValue, 8.3846800000000012, 0.026496000000000002
DataValue, 8.38995, 0.026418000000000004
DataValue, 8.3966900000000013, 0.026306000000000003
DataValue, 8.400640000000001, 0.026388
DataValue, 8.40465, 0.026512
DataValue, 8.40868, 0.026298000000000002
DataValue, 8.4126400000000014, 0.026316000000000003
DataValue, 8.4166300000000014, 0.026208000000000002
DataValue, 8.4210400000000014, 0.026374
DataValue, 8.42464, 0.026404000000000004
DataValue, 8.42867, 0.026382000000000003
DataValue, 8.432640000000001, 0.026212000000000003
DataValue, 8.43669, 0.026296000000000003
DataValue, 8.44068, 0.026250000000000002
DataValue, 8.44468, 0.026454000000000002
DataValue, 8.44867, 0.026402000000000002
DataValue, 8.45269, 0.026214
DataValue, 8.45663, 0.026188000000000003
DataValue, 8.46067, 0.030940000000000002
DataValue, 8.46493, 0.026504000000000003
DataValue, 8.4686700000000013, 0.026404000000000004
DataValue, 8.47264, 0.026230000000000003
DataValue, 8.47663, 0.026276
DataValue, 8.480830000000001, 0.026502
DataValue, 8.48465, 0.026292000000000003
DataValue, 8.48863, 0.026458000000000002
DataValue, 8.49267, 0.02628
DataValue, 8.4967700000000015, 0.026242
DataValue, 8.5006700000000013, 0.026306000000000003
DataValue, 8.50463, 0.026184000000000002
DataValue, 8.50863, 0.026410000000000003
DataValue, 8.51411, 0.026188000000000003
DataValue, 8.51664, 0.026198000000000003
DataValue, 8.52067, 0.026208000000000002
DataValue, 8.52467, 0.026196000000000004
DataValue, 8.52994, 0.026516
DataValue, 8.53336, 0.026286000000000004
DataValue, 8.53673, 0.026316000000000003
DataValue, 8.5415800000000015, 0.026296000000000003
DataValue, 8.5447700000000015, 0.026408
DataValue, 8.54873, 0.026520000000000002
DataValue, 8.55269, 0.026414000000000003
DataValue, 8.5566400000000016, 0.026198000000000003
DataValue, 8.56065, 0.02619
DataValue, 8.564680000000001, 0.026216000000000003
DataValue, 8.56869, 0.026404000000000004
DataValue, 8.57272, 0.026416000000000002
DataValue, 8.576690000000001, 0.026216000000000003
DataValue, 8.580680000000001, 0.02621
DataValue, 8.58464, 0.026260000000000002
DataValue, 8.58867, 0.026402000000000002
DataValue, 8.59291, 0.026180000000000002
DataValue, 8.596680000000001, 0.026188000000000003
DataValue, 8.6006700000000009, 0.026240000000000003
DataValue, 8.60468, 0.0262
DataValue, 8.60947, 0.026192000000000003
DataValue, 8.61265, 0.026502
DataValue, 8.6167100000000012, 0.026182000000000004
DataValue, 8.6206900000000015, 0.026258000000000004
DataValue, 8.6246300000000016, 0.026294
DataValue, 8.6287, 0.026448000000000003
DataValue, 8.632670000000001, 0.026512
DataValue, 8.6366900000000015, 0.026286000000000004
DataValue, 8.6406300000000016, 0.02628
DataValue, 8.64464, 0.026296000000000003
DataValue, 8.648670000000001, 0.026506000000000002
DataValue, 8.6527500000000011, 0.026796000000000004
DataValue, 8.65736, 0.026258000000000004
DataValue, 8.66065, 0.026286000000000004
DataValue, 8.66463, 0.026284000000000002
DataValue, 8.6688000000000009, 0.026422
DataValue, 8.673, 0.026272000000000004
DataValue, 8.67665, 0.026318
DataValue, 8.68064, 0.02629
DataValue, 8.6861500000000014, 0.026292000000000003
DataValue, 8.68867, 0.026382000000000003
DataValue, 8.6926800000000011, 0.026506000000000002
DataValue, 8.696670000000001, 0.026362000000000003
DataValue, 8.7019700000000011, 0.026306000000000003
DataValue, 8.70869, 0.026332
DataValue, 8.71265, 0.026428000000000004
DataValue, 8.71831, 0.026204
DataValue, 8.72469, 0.026198000000000003
DataValue, 8.72864, 0.026192000000000003
DataValue, 8.73334, 0.026306000000000003
DataValue, 8.7367400000000011, 0.026408
DataValue, 8.74065, 0.026218
DataValue, 8.74469, 0.026192000000000003
DataValue, 8.7491, 0.026504000000000003
DataValue, 8.7526500000000009, 0.030674000000000003
DataValue, 8.75669, 0.026428000000000004
DataValue, 8.76065, 0.026260000000000002
DataValue, 8.76469, 0.026178000000000003
DataValue, 8.7686400000000013, 0.02628
DataValue, 8.7726700000000015, 0.026490000000000003
DataValue, 8.7766700000000011, 0.026504000000000003
DataValue, 8.78068, 0.026286000000000004
DataValue, 8.7846900000000012, 0.026284000000000002
DataValue, 8.7886400000000009, 0.026292000000000003
DataValue, 8.7928100000000011, 0.026416000000000002
DataValue, 8.7968900000000012, 0.026274000000000002
DataValue, 8.8006900000000012, 0.026304
DataValue, 8.8046800000000012, 0.026298000000000002
DataValue, 8.80889, 0.026396000000000003
DataValue, 8.8131, 0.026298000000000002
DataValue, 8.8166400000000014, 0.026528000000000003
DataValue, 8.8206400000000009, 0.02628
DataValue, 8.82479, 0.026194000000000002
DataValue, 8.82915, 0.026498
DataValue, 8.8326900000000013, 0.026504000000000003
DataValue, 8.8366400000000009, 0.026496000000000002
DataValue, 8.8407700000000009, 0.026416000000000002
DataValue, 8.84506, 0.026212000000000003
DataValue, 8.84889, 0.02621
DataValue, 8.852640000000001, 0.026300000000000004
DataValue, 8.85811, 0.026414000000000003
DataValue, 8.8612100000000016, 0.026308
DataValue, 8.8646400000000014, 0.02628
DataValue, 8.8686800000000012, 0.02629
DataValue, 8.8739, 0.026212000000000003
DataValue, 8.88068, 0.026346
DataValue, 8.884640000000001, 0.0262
DataValue, 8.8899800000000013, 0.026212000000000003
DataValue, 8.89668, 0.026502
DataValue, 8.900640000000001, 0.026400000000000003
DataValue, 8.90464, 0.026192000000000003
DataValue, 8.90868, 0.02619
DataValue, 8.91268, 0.026198000000000003
DataValue, 8.9166300000000014, 0.026428000000000004
DataValue, 8.9210400000000014, 0.026178000000000003
DataValue, 8.92468, 0.02619
DataValue, 8.9286400000000015, 0.026218
DataValue, 8.93267, 0.02621
DataValue, 8.93664, 0.026348000000000003
DataValue, 8.94064, 0.026396000000000003
DataValue, 8.94468, 0.026208000000000002
DataValue, 8.94862, 0.026230000000000003
DataValue, 8.95264, 0.026252
DataValue, 8.95664, 0.02645
DataValue, 8.96067, 0.026410000000000003
DataValue, 8.9649100000000015, 0.026298000000000002
DataValue, 8.96864, 0.026182000000000004
DataValue, 8.97263, 0.026204
DataValue, 8.97667, 0.026198000000000003
DataValue, 8.9808600000000016, 0.026278000000000003
DataValue, 8.98468, 0.026354000000000002
DataValue, 8.98863, 0.026194000000000002
DataValue, 8.99262, 0.026212000000000003
DataValue, 8.99681, 0.026488
DataValue, 9.00064, 0.026404000000000004
DataValue, 9.00463, 0.026424000000000003
DataValue, 9.00862, 0.026188000000000003
DataValue, 9.0134900000000009, 0.026278000000000003
DataValue, 9.0166800000000009, 0.026188000000000003
DataValue, 9.02067, 0.026384
DataValue, 9.02466, 0.026396000000000003
DataValue, 9.02994, 0.026286000000000004
DataValue, 9.0326800000000009, 0.026182000000000004
DataValue, 9.03663, 0.026274000000000002
DataValue, 9.04063, 0.026500000000000003
DataValue, 9.04587, 0.026426
DataValue, 9.04864, 0.030832000000000002
DataValue, 9.05263, 0.026306000000000003
DataValue, 9.05667, 0.026300000000000004
DataValue, 9.06168, 0.026278000000000003
DataValue, 9.064680000000001, 0.026520000000000002
DataValue, 9.06863, 0.02628
DataValue, 9.07267, 0.026304
DataValue, 9.07712, 0.026516
DataValue, 9.08069, 0.026506000000000002
DataValue, 9.0846700000000009, 0.026498
DataValue, 9.08867, 0.026278000000000003
DataValue, 9.0929100000000016, 0.026222000000000002
DataValue, 9.0966700000000014, 0.026284000000000002
DataValue, 9.10063, 0.026522000000000004
DataValue, 9.10463, 0.026498
DataValue, 9.10865, 0.02629
DataValue, 9.1126700000000014, 0.026292000000000003
DataValue, 9.11663, 0.026286000000000004
DataValue, 9.1208000000000009, 0.026490000000000003
DataValue, 9.12465, 0.026518000000000003
DataValue, 9.128680000000001, 0.026284000000000002
DataValue, 9.132670000000001, 0.02629
DataValue, 9.13676, 0.026292000000000003
DataValue, 9.1406400000000012, 0.026498
DataValue, 9.14464, 0.026506000000000002
DataValue, 9.148670000000001, 0.028936000000000003
DataValue, 9.15271, 0.02628
DataValue, 9.1566900000000011, 0.026286000000000004
DataValue, 9.1606300000000012, 0.026496000000000002
DataValue, 9.164670000000001, 0.026492
DataValue, 9.16881, 0.026284000000000002
DataValue, 9.17265, 0.026304
DataValue, 9.1766700000000014, 0.026284000000000002
DataValue, 9.180670000000001, 0.026510000000000002
DataValue, 9.1860600000000012, 0.026350000000000002
DataValue, 9.1886400000000013, 0.026272000000000004
DataValue, 9.1926700000000015, 0.026292000000000003
DataValue, 9.19663, 0.026278000000000003
DataValue, 9.202, 0.026086
DataValue, 9.2046400000000013, 0.026472000000000002
DataValue, 9.2086300000000012, 0.026286000000000004
DataValue, 9.212670000000001, 0.02628
DataValue, 9.21798, 0.026286000000000004
DataValue, 9.2213400000000014, 0.026300000000000004
DataValue, 9.22464, 0.026278000000000003
DataValue, 9.2296900000000015, 0.026452000000000003
DataValue, 9.23413, 0.026134
DataValue, 9.24064, 0.026156000000000002
DataValue, 9.2456500000000013, 0.026198000000000003
DataValue, 9.249130000000001, 0.026094000000000003
DataValue, 9.2528800000000011, 0.030854000000000003
DataValue, 9.25664, 0.0261
DataValue, 9.26064, 0.026090000000000002
DataValue, 9.26468, 0.026194000000000002
DataValue, 9.2686800000000016, 0.026324000000000004
DataValue, 9.27264, 0.026306000000000003
DataValue, 9.2766700000000011, 0.026102000000000004
DataValue, 9.28069, 0.026152
DataValue, 9.2846900000000012, 0.026102000000000004
DataValue, 9.2886800000000012, 0.026292000000000003
DataValue, 9.29265, 0.026368000000000003
DataValue, 9.29664, 0.026198000000000003
DataValue, 9.3006900000000012, 0.026088000000000004
DataValue, 9.3046800000000012, 0.0261
DataValue, 9.3089000000000013, 0.02629
DataValue, 9.31296, 0.02628
DataValue, 9.316650000000001, 0.02619
DataValue, 9.3206300000000013, 0.026224
DataValue, 9.32479, 0.02621
DataValue, 9.32869, 0.026408
DataValue, 9.33263, 0.026498
DataValue, 9.3366700000000016, 0.026178000000000003
DataValue, 9.34079, 0.026234000000000004
DataValue, 9.34467, 0.026192000000000003
DataValue, 9.34868, 0.026398
DataValue, 9.3526300000000013, 0.027496000000000003
DataValue, 9.35749, 0.026296000000000003
DataValue, 9.36068, 0.026222000000000002
DataValue, 9.36467, 0.02629
DataValue, 9.3686700000000016, 0.026500000000000003
DataValue, 9.37439, 0.026188000000000003
DataValue, 9.380650000000001, 0.026304
DataValue, 9.3846800000000012, 0.026302000000000002
DataValue, 9.38873, 0.026420000000000003
DataValue, 9.39268, 0.026522000000000004
DataValue, 9.39668, 0.026274000000000002
DataValue, 9.4006300000000014, 0.026278000000000003
DataValue, 9.4052800000000012, 0.026402000000000002
DataValue, 9.40864, 0.026488
DataValue, 9.41268, 0.026498
DataValue, 9.416640000000001, 0.026292000000000003
DataValue, 9.42103, 0.026524000000000002
DataValue, 9.42478, 0.026202000000000003
DataValue, 9.4286400000000015, 0.026508000000000004
DataValue, 9.4326800000000013, 0.026492
DataValue, 9.43669, 0.026294
DataValue, 9.44064, 0.026292000000000003
DataValue, 9.4446400000000015, 0.032108000000000005
DataValue, 9.448640000000001, 0.026502
DataValue, 9.45268, 0.026524000000000002
DataValue, 9.4567500000000013, 0.026282000000000003
DataValue, 9.46068, 0.026306000000000003
DataValue, 9.46488, 0.026176
DataValue, 9.47263, 0.026458000000000002
DataValue, 9.4766400000000015, 0.026278000000000003
DataValue, 9.4809100000000015, 0.026216000000000003
DataValue, 9.48522, 0.026492
DataValue, 9.48864, 0.026490000000000003
DataValue, 9.49263, 0.026260000000000002
DataValue, 9.49679, 0.026276
DataValue, 9.50064, 0.026404000000000004
DataValue, 9.50464, 0.026184000000000002
DataValue, 9.5086900000000014, 0.026524000000000002
DataValue, 9.5141000000000009, 0.026192000000000003
DataValue, 9.51717, 0.02627
DataValue, 9.52064, 0.026408
DataValue, 9.5246500000000012, 0.026188000000000003
DataValue, 9.52997, 0.026178000000000003
DataValue, 9.53264, 0.026212000000000003
DataValue, 9.53667, 0.026196000000000004
DataValue, 9.54067, 0.026414000000000003
DataValue, 9.5446300000000015, 0.026372000000000003
DataValue, 9.5493800000000011, 0.030796000000000004
DataValue, 9.55269, 0.026208000000000002
DataValue, 9.55667, 0.026184000000000002
DataValue, 9.56146, 0.026422
DataValue, 9.56469, 0.026178000000000003
DataValue, 9.56863, 0.026506000000000002
DataValue, 9.57267, 0.026224
DataValue, 9.5772100000000009, 0.02621
DataValue, 9.58065, 0.026522000000000004
DataValue, 9.58463, 0.026274000000000002
DataValue, 9.58867, 0.026490000000000003
DataValue, 9.59294, 0.026490000000000003
DataValue, 9.5966300000000011, 0.026382000000000003
DataValue, 9.6006700000000009, 0.026496000000000002
DataValue, 9.60463, 0.026266
DataValue, 9.60889, 0.026492
DataValue, 9.6126700000000014, 0.026308
DataValue, 9.61663, 0.026390000000000004
DataValue, 9.6208000000000009, 0.026420000000000003
DataValue, 9.6246400000000012, 0.026216000000000003
DataValue, 9.62864, 0.02619
DataValue, 9.63263, 0.026188000000000003
DataValue, 9.63677, 0.026284000000000002
DataValue, 9.64065, 0.026414000000000003
DataValue, 9.6446300000000011, 0.026192000000000003
DataValue, 9.64863, 0.032602000000000006
DataValue, 9.65277, 0.026284000000000002
DataValue, 9.6566800000000015, 0.026408
DataValue, 9.660680000000001, 0.026414000000000003
DataValue, 9.66463, 0.026188000000000003
DataValue, 9.66877, 0.026496000000000002
DataValue, 9.67336, 0.026416000000000002
DataValue, 9.67713, 0.026186
DataValue, 9.6846500000000013, 0.026204
DataValue, 9.6886800000000015, 0.026184000000000002
DataValue, 9.692730000000001, 0.026198000000000003
DataValue, 9.69668, 0.026382000000000003
DataValue, 9.70068, 0.026424000000000003
DataValue, 9.7046800000000015, 0.02619
DataValue, 9.70864, 0.026242
DataValue, 9.71268, 0.026184000000000002
DataValue, 9.7166500000000013, 0.026494000000000004
DataValue, 9.7209200000000013, 0.026510000000000002
DataValue, 9.72465, 0.02628
DataValue, 9.72877, 0.026208000000000002
DataValue, 9.7326900000000016, 0.026186
DataValue, 9.7366400000000013, 0.026520000000000002
DataValue, 9.74064, 0.026510000000000002
DataValue, 9.74463, 0.026276
DataValue, 9.7491, 0.026476000000000003
DataValue, 9.7526400000000013, 0.026278000000000003
DataValue, 9.7566300000000012, 0.026492
DataValue, 9.7606700000000011, 0.026462000000000003
DataValue, 9.76482, 0.026196000000000004
DataValue, 9.76863, 0.026396000000000003
DataValue, 9.7726700000000015, 0.026284000000000002
DataValue, 9.77663, 0.026414000000000003
DataValue, 9.7806900000000017, 0.026368000000000003
DataValue, 9.78463, 0.026192000000000003
DataValue, 9.7886700000000015, 0.026400000000000003
DataValue, 9.792860000000001, 0.026212000000000003
DataValue, 9.79663, 0.026410000000000003
DataValue, 9.80067, 0.026188000000000003
DataValue, 9.8046300000000013, 0.026198000000000003
DataValue, 9.80882, 0.02621
DataValue, 9.8136300000000016, 0.026402000000000002
