Time,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,IMU1,IMU2,IMU3,IMU4,IMU5,IMU6,IMU7,IMU8,IMU9,PinkyMCPY,PinkyMCPZ,PinkyPIPY,PinkyPIPZ,PinkyDIPY,PinkyDIPZ,RingMCPY,RingMCPZ,RingPIPY,RingPIPZ,RingDIPY,RingDIPZ,MiddleMCPY,MiddleMCPZ,MiddlePIPY,MiddlePIPZ,MiddleDIPY,MiddleDIPZ,IndexMCPY,IndexMCPZ,IndexPIPY,IndexPIPZ,IndexDIPY,IndexDIPZ,ThumbsCMCY,ThumbsCMCZ,ThumbsMCPY,ThumbsMCPZ,ThumbsIPY,ThumbsIPZ,HandX,HandY,HandZ,HandW
2022-05-23 15:05:21.360713-07:00,322.9662393,308.621701,395.534304,342.519027,316.6736718,325.5711341,344.052412,373.1165947,363.1893916,312.8562924,398.1816257,350.8156854,352.0150926,334.0964944,373.4905141,321.6922917,337.1524344,315.6934304,400.5977717,353.866515,362.7204079,336.6482342,341.2081896,378.9852056,372.6498722,380.7091029,344.8673083,341.067938,309.8792883,358.0519155,344.3839981,323.7464933,336.0406259,-0.419188,-0.579368,-0.419188,-0.579368,-0.419188,-0.579368,-0.495946,-0.494667,-0.495946,-0.494667,-0.495946,-0.494667,-0.47135,-0.499214,-0.463875,-0.492031,-0.456308,-0.48475,-0.541249,-0.391551,-0.492239,-0.331623,-0.438321,-0.26839,-0.419188,-0.579368,-0.419188,-0.579368,-0.419188,-0.579368,-0.495946,-0.494667,-0.495946,-0.494667
2022-05-23 15:05:21.420362-07:00,320.4723277,308.7309968,396.4354183,342.9370516,319.309374,324.7614018,342.8983972,374.8333053,365.8546304,309.4549111,397.3542437,351.5173111,350.4794455,335.0378582,373.5914284,321.4582286,338.1966849,315.000185,399.6063598,355.0438754,363.2154927,335.6357977,343.3244824,378.4848364,371.0348709,381.808947,346.3854475,343.2177399,310.2049507,359.5893399,343.4656738,323.6951801,335.3287932,-0.419275,-0.579632,-0.419275,-0.579632,-0.419275,-0.579632,-0.496016,-0.494819,-0.496016,-0.494819,-0.496016,-0.494819,-0.471503,-0.499394,-0.464096,-0.49227,-0.456598,-0.48505,-0.541493,-0.391671,-0.492526,-0.331763,-0.438652,-0.26855,-0.419275,-0.579632,-0.419275,-0.579632,-0.419275,-0.579632,-0.496016,-0.494819,-0.496016,-0.494819
2022-05-23 15:05:21.480311-07:00,321.9832556,307.9523038,397.2022006,344.3011185,317.0965966,322.5774002,343.1881349,373.5138521,367.462245,309.9663848,398.697118,352.146733,348.7002007,335.6908237,373.5264501,319.0004989,336.2707288,314.8936653,400.8031785,355.0021393,362.596083,333.4668023,341.5638411,376.7129406,373.8996828,382.2555068,346.3140608,341.4576305,309.9102278,359.179446,346.93361,324.6416192,336.4094793,-0.418869,-0.579641,-0.418869,-0.579641,-0.418869,-0.579641,-0.495577,-0.495007,-0.495577,-0.495007,-0.495577,-0.495007,-0.471125,-0.49953,-0.463714,-0.492407,-0.456212,-0.485188,-0.541054,-0.391903,-0.492035,-0.331955,-0.438108,-0.268696,-0.418869,-0.579641,-0.418869,-0.579641,-0.418869,-0.579641,-0.495577,-0.495007,-0.495577,-0.495007
2022-05-23 15:05:21.510455-07:00,321.5941269,307.729674,396.9821483,346.6720985,318.7919188,323.1011021,344.512053,373.4636308,365.3048062,312.0290614,397.3623335,351.2892504,348.2548297,333.9761709,374.5798485,320.7309046,337.2692589,315.5743969,400.6387408,354.5701825,362.9408925,336.0933416,342.8545249,378.2582789,373.1437398,379.5612201,343.3811353,341.134198,310.9283357,357.0211222,344.0059621,326.220168,334.7392306,-0.41823,-0.579749,-0.41823,-0.579749,-0.41823,-0.579749,-0.494776,-0.49509,-0.494776,-0.49509,-0.494776,-0.49509,-0.470394,-0.499679,-0.462944,-0.492529,-0.455401,-0.485282,-0.54031,-0.392109,-0.491154,-0.332073,-0.437085,-0.268715,-0.41823,-0.579749,-0.41823,-0.579749,-0.41823,-0.579749,-0.494776,-0.49509,-0.494776,-0.49509
2022-05-23 15:05:21.630419-07:00,319.8146934,307.0279704,396.2173798,344.9848558,316.7772965,324.665777,343.9318959,374.129119,366.8979438,310.0545396,398.7862841,350.8668262,350.8335793,333.8241393,372.7909926,318.4359466,339.2404818,313.4237723,399.7717219,357.2886528,362.646585,334.4263546,341.8858499,377.3744128,372.3454845,381.7771112,346.2892209,339.6920234,310.4971304,358.8648013,345.7212785,324.5526063,334.7740388,-0.417912,-0.579507,-0.417912,-0.579507,-0.417912,-0.579507,-0.494441,-0.494957,-0.494441,-0.494957,-0.494441,-0.494957,-0.470131,-0.499604,-0.462686,-0.492462,-0.455149,-0.485222,-0.540022,-0.392035,-0.490802,-0.331935,-0.436665,-0.268509,-0.417912,-0.579507,-0.417912,-0.579507,-0.417912,-0.579507,-0.494441,-0.494957,-0.494441,-0.494957
2022-05-23 15:05:21.631420-07:00,321.8355126,308.5590516,397.4743233,343.8136784,316.2542795,322.6836764,344.6274809,373.7415089,367.9856939,312.2653459,395.7621897,350.400656,351.8963425,334.2785219,374.4134139,320.9854484,337.1753171,314.4784897,400.424016,356.2746983,363.254557,337.5548736,341.9476045,378.4176565,372.8601981,381.471849,345.7919409,339.3467297,309.4809396,358.589176,345.1712179,324.9519362,336.560865,-0.418133,-0.579144,-0.418133,-0.579144,-0.418133,-0.579144,-0.494699,-0.49466,-0.494699,-0.49466,-0.494699,-0.49466,-0.470428,-0.499324,-0.463036,-0.492221,-0.455554,-0.485022,-0.540335,-0.391581,-0.491151,-0.331454,-0.437047,-0.268007,-0.418133,-0.579144,-0.418133,-0.579144,-0.418133,-0.579144,-0.494699,-0.49466,-0.494699,-0.49466
2022-05-23 15:05:21.660392-07:00,321.4889121,307.1373011,396.1517859,343.4952267,316.5314851,323.7190007,345.0095263,372.1510715,366.7025573,309.960779,397.8812088,350.8273811,348.3632429,333.6787548,373.4938898,320.6681912,337.9484804,313.8988621,401.0379409,355.1170974,360.6180492,338.1206619,343.3020547,378.9297403,374.3818243,380.9923498,345.1807516,337.738086,310.7511369,358.6483091,344.2488972,324.9869037,334.3223073,-0.418304,-0.579071,-0.418304,-0.579071,-0.418304,-0.579071,-0.494822,-0.494654,-0.494822,-0.494654,-0.494822,-0.494654,-0.470558,-0.4994,-0.463158,-0.49229,-0.455667,-0.485084,-0.540469,-0.391661,-0.491293,-0.331555,-0.437197,-0.268128,-0.418304,-0.579071,-0.418304,-0.579071,-0.418304,-0.579071,-0.494822,-0.494654,-0.494822,-0.494654
2022-05-23 15:05:21.780670-07:00,322.7065319,307.2368025,396.3113849,343.9669988,316.9562045,325.1734892,342.3806749,375.2910571,364.4367585,312.5607735,399.7442712,351.4887757,347.5717185,334.7008695,372.8605752,320.7388959,337.3828227,315.3704989,401.7618369,355.3763158,363.7478548,334.8054852,343.0933232,377.5074396,370.8847677,381.5468969,344.6275154,339.7010887,310.6296888,358.143475,345.4199491,325.5346835,336.7979478,-0.418355,-0.579242,-0.418355,-0.579242,-0.418355,-0.579242,-0.495013,-0.494775,-0.495013,-0.494775,-0.495013,-0.494775,-0.470745,-0.499489,-0.463389,-0.492418,-0.455944,-0.485252,-0.540709,-0.391732,-0.491612,-0.331699,-0.4376,-0.268351,-0.418355,-0.579242,-0.418355,-0.579242,-0.418355,-0.579242,-0.495013,-0.494775,-0.495013,-0.494775
2022-05-23 15:05:21.781793-07:00,322.0360133,306.6703848,396.6376537,342.6774915,319.7895288,323.3658987,345.2176648,373.6712216,367.4211763,310.3100565,398.438381,352.0508201,348.7166171,334.0087473,374.4671073,321.3360739,338.39903,312.9936386,399.8893519,356.0709175,361.8910388,336.0644091,343.2549981,379.2394253,370.9272892,382.3279466,343.5202295,340.3998039,309.5975937,357.2708708,345.6515444,325.2015746,333.5197648,-0.418215,-0.579163,-0.418215,-0.579163,-0.418215,-0.579163,-0.494908,-0.49474,-0.494908,-0.49474,-0.494908,-0.49474,-0.470737,-0.499514,-0.463391,-0.492451,-0.455956,-0.485292,-0.540748,-0.391741,-0.49168,-0.331724,-0.437701,-0.268394,-0.418215,-0.579163,-0.418215,-0.579163,-0.418215,-0.579163,-0.494908,-0.49474,-0.494908,-0.49474
2022-05-23 15:05:21.810462-07:00,319.6783518,307.8199815,398.3988808,346.0022833,318.6630526,324.938189,343.4459533,374.3879402,367.2601252,312.5024262,398.8258727,351.6840459,347.728872,335.4166247,375.5784912,320.3919332,338.0080808,313.759009,399.1659102,355.6676843,362.3518366,337.5393467,341.6722976,378.7323592,371.7498393,381.0068498,344.118521,340.8928355,311.6197238,359.4718214,346.6351509,326.3286249,334.7858766,-0.418187,-0.579038,-0.418187,-0.579038,-0.418187,-0.579038,-0.494994,-0.494731,-0.494994,-0.494731,-0.494994,-0.494731,-0.470889,-0.499527,-0.46352,-0.49244,-0.45606,-0.485257,-0.54091,-0.39174,-0.491826,-0.331702,-0.437824,-0.268348,-0.418187,-0.579038,-0.418187,-0.579038,-0.418187,-0.579038,-0.494994,-0.494731,-0.494994,-0.494731
2022-05-23 15:05:21.870987-07:00,320.3215356,308.3617605,395.1681815,345.1525028,316.8280397,323.5911431,343.12943,373.4260129,364.6469895,311.6851007,396.7157514,350.9557396,348.6227995,335.5639791,374.2242075,320.1225319,338.5352667,313.8297507,400.9353726,356.7893739,363.6828967,336.9371416,342.4851329,378.2066176,373.0594976,382.0687236,344.8624411,340.2457451,308.9304714,357.6048127,344.7404937,325.5210152,335.3001499,-0.41807,-0.578837,-0.41807,-0.578837,-0.41807,-0.578837,-0.494929,-0.494616,-0.494929,-0.494616,-0.494929,-0.494616,-0.470829,-0.499398,-0.463486,-0.492336,-0.456054,-0.485179,-0.540864,-0.391557,-0.491776,-0.331518,-0.437773,-0.268165,-0.41807,-0.578837,-0.41807,-0.578837,-0.41807,-0.578837,-0.494929,-0.494616,-0.494929,-0.494616
2022-05-23 15:05:21.900497-07:00,322.5398576,309.0001024,395.9928577,345.6485298,317.0499068,323.8152377,344.7363806,373.3464552,365.8789115,311.12519,397.6466338,351.9856766,347.7193989,333.7209995,373.4114328,320.4355392,336.4389479,314.7786287,399.2075695,355.7520541,362.4078743,336.3933153,342.6641122,378.5673744,373.9108879,382.1987441,344.7153219,341.1158466,310.0393325,357.6793588,344.5507545,324.7943207,334.839425,-0.418061,-0.578891,-0.418061,-0.578891,-0.418061,-0.578891,-0.494973,-0.494737,-0.494973,-0.494737,-0.494973,-0.494737,-0.470863,-0.499488,-0.463615,-0.492519,-0.45628,-0.485457,-0.5409,-0.391605,-0.491884,-0.331661,-0.437966,-0.268411,-0.418061,-0.578891,-0.418061,-0.578891,-0.418061,-0.578891,-0.494973,-0.494737,-0.494973,-0.494737
2022-05-23 15:05:21.960911-07:00,321.9562229,310.7677207,394.8260179,344.5185735,317.8932475,324.278156,344.5366459,373.2579879,364.3161674,311.6941243,396.5986154,350.7055123,349.8895053,333.2415208,374.3104013,320.27747,337.0571109,314.891217,401.0781451,356.2902332,361.2393706,336.0133372,343.6409424,379.0484527,373.9969863,380.6028266,346.0443444,340.9201769,310.5420931,356.5160177,344.5559428,325.5917303,334.6659886,-0.41807,-0.578832,-0.41807,-0.578832,-0.41807,-0.578832,-0.494961,-0.494669,-0.494961,-0.494669,-0.494961,-0.494669,-0.470898,-0.499586,-0.463651,-0.492614,-0.456316,-0.485548,-0.541001,-0.391626,-0.491995,-0.331681,-0.438085,-0.26843,-0.41807,-0.578832,-0.41807,-0.578832,-0.41807,-0.578832,-0.494961,-0.494669,-0.494961,-0.494669
2022-05-23 15:05:22.050369-07:00,319.9262912,306.9864555,398.566744,344.1557283,318.336877,325.1238942,344.9511384,374.2580164,365.5840211,310.4023172,398.2133997,351.0507928,348.4199454,335.9736614,374.9263263,320.3283023,338.5920508,315.2929054,400.8013891,356.5085634,361.9802243,337.0546755,342.9588555,380.0400431,372.4750198,382.4448083,344.7831162,340.3473874,308.9936975,357.3037262,343.9559244,324.4950563,335.0755814,-0.418005,-0.578966,-0.418005,-0.578966,-0.418005,-0.578966,-0.494976,-0.49487,-0.494976,-0.49487,-0.494976,-0.49487,-0.470986,-0.499692,-0.463795,-0.49278,-0.456518,-0.485777,-0.541073,-0.391865,-0.492153,-0.332055,-0.438344,-0.268947,-0.418005,-0.578966,-0.418005,-0.578966,-0.418005,-0.578966,-0.494976,-0.49487,-0.494976,-0.49487
2022-05-23 15:05:22.140316-07:00,321.5818577,308.5624763,398.3685949,342.4891217,317.4007645,325.4968439,345.0068178,373.800015,364.9992596,311.1052137,398.7866301,351.8999883,348.9436874,334.9441094,372.9254809,319.4692214,336.1463407,314.9498955,400.5638833,356.2148104,362.7225967,336.3551069,341.9290508,379.0896337,373.779466,382.3687684,344.6861348,340.9648954,310.9801652,358.9907881,344.3973301,324.3954139,334.3233363,-0.417782,-0.579134,-0.417782,-0.579134,-0.417782,-0.579134,-0.494826,-0.495134,-0.494826,-0.495134,-0.494826,-0.495134,-0.470725,-0.500064,-0.463641,-0.493253,-0.456473,-0.486353,-0.540943,-0.392048,-0.49207,-0.332313,-0.438321,-0.269285,-0.417782,-0.579134,-0.417782,-0.579134,-0.417782,-0.579134,-0.494826,-0.495134,-0.494826,-0.495134
2022-05-23 15:05:22.200535-07:00,322.2370365,307.7184674,396.4575053,343.1080772,318.2099409,323.8945387,345.6019527,373.0439079,366.0121391,312.1175064,399.0871456,349.5745782,347.1606497,335.7036622,372.9860706,321.2972002,339.5491873,316.1451456,401.35542,355.5687567,361.714484,335.9189757,343.3199831,378.8918448,373.4524185,382.0986783,345.7325591,339.9341117,310.0641057,359.5686531,345.5947589,325.3479374,334.9633171,-0.417787,-0.578861,-0.417787,-0.578861,-0.417787,-0.578861,-0.4948,-0.494857,-0.4948,-0.494857,-0.4948,-0.494857,-0.470776,-0.49992,-0.463679,-0.493092,-0.456499,-0.486176,-0.540861,-0.391901,-0.491958,-0.33208,-0.43817,-0.268961,-0.417787,-0.578861,-0.417787,-0.578861,-0.417787,-0.578861,-0.4948,-0.494857,-0.4948,-0.494857
2022-05-23 15:05:22.201511-07:00,321.6613143,309.2751938,397.207826,344.307043,318.551321,323.2608404,343.2875816,373.4696526,366.4185504,311.1770421,398.8413963,349.7085046,349.7895012,332.7370519,373.8034884,319.6744794,337.1563111,315.0295639,402.3325154,355.7041876,361.4239749,337.6201387,340.2891129,378.9344789,374.1958374,381.5306982,345.0452913,339.8825032,310.5700409,359.0448044,345.0948286,325.573746,335.3647293,-0.417588,-0.578554,-0.417588,-0.578554,-0.417588,-0.578554,-0.494675,-0.494674,-0.494675,-0.494674,-0.494675,-0.494674,-0.470632,-0.499768,-0.463572,-0.492971,-0.456428,-0.486086,-0.540761,-0.391736,-0.491904,-0.331942,-0.43817,-0.268856,-0.417588,-0.578554,-0.417588,-0.578554,-0.417588,-0.578554,-0.494675,-0.494674,-0.494675,-0.494674
2022-05-23 15:05:22.230987-07:00,321.8706058,308.2490314,396.3771373,345.1775151,315.5297306,324.9843822,342.8852891,374.6951575,365.7145638,309.7938471,397.4431145,350.9771043,347.7539124,334.3204493,373.1938357,319.8620943,339.2590773,312.9185538,400.3648535,355.5862061,360.8372305,335.0016586,343.0133168,378.7239406,373.3863073,383.3219803,345.0975391,340.0391567,308.589789,359.9173448,345.6333878,323.3914438,335.3970145,-0.41765,-0.578698,-0.41765,-0.578698,-0.41765,-0.578698,-0.494773,-0.494841,-0.494773,-0.494841,-0.494773,-0.494841,-0.470748,-0.499891,-0.463754,-0.493161,-0.456677,-0.486343,-0.54092,-0.391788,-0.492084,-0.332051,-0.438375,-0.269026,-0.41765,-0.578698,-0.41765,-0.578698,-0.41765,-0.578698,-0.494773,-0.494841,-0.494773,-0.494841
2022-05-23 15:05:22.292348-07:00,321.3323287,309.155884,395.9633938,344.2795309,318.6081533,323.7799872,344.0960389,371.872421,363.5176637,312.3162176,399.2555632,350.891117,348.2768313,334.4989173,374.5470707,320.4980358,337.4544321,315.5267135,399.806421,355.8826132,362.0452307,335.3007638,342.6175792,379.1970625,372.8077015,380.4385069,345.506823,340.0505419,310.647461,360.0322496,345.5575284,324.5158911,336.3627816,-0.417612,-0.578865,-0.417612,-0.578865,-0.417612,-0.578865,-0.494709,-0.494953,-0.494709,-0.494953,-0.494709,-0.494953,-0.47071,-0.500067,-0.463716,-0.493337,-0.45664,-0.486521,-0.540955,-0.391944,-0.492119,-0.332223,-0.438412,-0.269212,-0.417612,-0.578865,-0.417612,-0.578865,-0.417612,-0.578865,-0.494709,-0.494953,-0.494709,-0.494953
2022-05-23 15:05:22.320444-07:00,322.9166096,308.9884714,396.0798554,344.183351,317.9180244,323.6989859,343.9456148,374.0108974,366.4388087,311.9939589,397.3936901,350.8527635,348.7236452,333.0891057,373.1420846,319.790499,337.3353696,315.1385864,399.3013688,355.5368234,363.056077,335.6683601,341.6468334,378.5684535,372.4288332,382.7192232,345.3202759,340.1216856,309.8703258,358.4944254,346.5632749,326.3236145,336.1653298,-0.417444,-0.578604,-0.417444,-0.578604,-0.417444,-0.578604,-0.494637,-0.49485,-0.494637,-0.49485,-0.494637,-0.49485,-0.47065,-0.499977,-0.463687,-0.493275,-0.456643,-0.486487,-0.540901,-0.391848,-0.492105,-0.332149,-0.438442,-0.269165,-0.417444,-0.578604,-0.417444,-0.578604,-0.417444,-0.578604,-0.494637,-0.49485,-0.494637,-0.49485
2022-05-23 15:05:22.350787-07:00,322.3277584,306.6463098,397.5329609,342.3680153,317.6672653,324.6719375,344.076977,373.6157911,365.9447642,310.8096985,398.6080758,353.5088242,350.0865297,335.0577588,373.7775804,320.9316391,337.3049629,314.4672663,400.6460265,354.8081168,361.6142426,336.4420983,341.4174437,377.8865478,374.908658,380.3670511,345.957825,339.9172535,310.0007338,359.2320884,344.5074936,324.883006,334.6585728,-0.417405,-0.578462,-0.417405,-0.578462,-0.417405,-0.578462,-0.494697,-0.494791,-0.494697,-0.494791,-0.494697,-0.494791,-0.470785,-0.499931,-0.463878,-0.493285,-0.456892,-0.486554,-0.540992,-0.391753,-0.492204,-0.332083,-0.438553,-0.26913,-0.417405,-0.578462,-0.417405,-0.578462,-0.417405,-0.578462,-0.494697,-0.494791,-0.494697,-0.494791
